Name,Date Published,Description,Rating,Rating Count,Content Rating,Keywords,Comedy,Crime,Drama,Romance,Action and Adventure,Documentary and History,Family and Animation,Fantasy and Sci-Fi,Horror and Thriller,Description Tokenized
633 Squadron,1964-07-11,An RAF squadron is assigned to knock out a German rocket fuel factory in Norway. The factory supplies fuel for the Nazi effort to launch rockets on England during D-Day.,6.4,4324.0,Approved,"['norwegian resistance', 'anti aircraft gun', 'airplane on fire', 'fishing', 'resistance fighter']",0,0,1,0,1,1,0,0,0,"['An', 'RAF', 'squadron', 'is', 'assigned', 'to', 'knock', 'out', 'a', 'German', 'rocket', 'fuel', 'factory', 'in', 'Norway', 'The', 'factory', 'supplies', 'fuel', 'for', 'the', 'Nazi', 'effort', 'to', 'launch', 'rockets', 'on', 'England', 'during', 'D', 'Day', 'norwegian resistance', 'anti aircraft gun', 'airplane on fire', 'fishing', 'resistance fighter']"
Flamenco,1995-06-16,"As a hall fills with performers, a narrator says that flamenco came from Andalucia, a mix of Greek psalms, Mozarabic dirges, Castillian ballads, Jewish laments, Gregorian chants, African rhythms, and Iranian and Romany melodies. T...",7.4,762.0,,"['dance', 'flamenco music', 'flamenco dance']",0,0,0,0,0,1,0,0,0,"['As', 'a', 'hall', 'fills', 'with', 'performers', 'a', 'narrator', 'says', 'that', 'flamenco', 'came', 'from', 'Andalucia', 'a', 'mix', 'of', 'Greek', 'psalms', 'Mozarabic', 'dirges', 'Castillian', 'ballads', 'Jewish', 'laments', 'Gregorian', 'chants', 'African', 'rhythms', 'and', 'Iranian', 'and', 'Romany', 'melodies', 'T', 'dance', 'flamenco music', 'flamenco dance']"
The Show of Shows,2015-12-04,Stirring scenes of circuses past paired with melancholy music of musicians present.,7.2,154.0,,['past'],0,0,0,0,0,1,0,0,0,"['Stirring', 'scenes', 'of', 'circuses', 'past', 'paired', 'with', 'melancholy', 'music', 'of', 'musicians', 'present', 'past']"
The Natural History of Destruction,2023-03-16,"Based on the book by German writer W.G. Sebald, examines the perception and processing of the phenomenon of mass destruction of the German civilian population in European post-war literature.",7.0,101.0,,['literature'],0,0,0,0,0,1,0,0,0,"['Based', 'on', 'the', 'book', 'by', 'German', 'writer', 'W', 'G', 'Sebald', 'examines', 'the', 'perception', 'and', 'processing', 'of', 'the', 'phenomenon', 'of', 'mass', 'destruction', 'of', 'the', 'German', 'civilian', 'population', 'in', 'European', 'post', 'war', 'literature', 'literature']"
Freedom Uncut,2022-06-22,"Freedom is George Michael's last and final work. George reflects on a life changing period of his life when he allows us access to his memories, thoughts, unseen footage and photographs never before seen.",8.2,446.0,,[' '],0,0,0,0,0,1,0,0,0,"['Freedom', 'is', 'George', 'Michael', 's', 'last', 'and', 'final', 'work', 'George', 'reflects', 'on', 'a', 'life', 'changing', 'period', 'of', 'his', 'life', 'when', 'he', 'allows', 'us', 'access', 'to', 'his', 'memories', 'thoughts', 'unseen', 'footage', 'and', 'photographs', 'never', 'before', 'seen', ' ']"
Wir sind Juden aus Breslau,2016-11-17,"They were young, looking forward to the future with great expectations; they felt at home in Breslau, the city with the third biggest Jewish community in Germany at that time. Then, Hitler came to power.",8.3,9.0,,"['the future', 'city']",0,0,0,0,0,1,0,0,0,"['They', 'were', 'young', 'looking', 'forward', 'to', 'the', 'future', 'with', 'great', 'expectations', 'they', 'felt', 'at', 'home', 'in', 'Breslau', 'the', 'city', 'with', 'the', 'third', 'biggest', 'Jewish', 'community', 'in', 'Germany', 'at', 'that', 'time', 'Then', 'Hitler', 'came', 'to', 'power', 'the future', 'city']"
Taurus,2022-11-18,Follows the last days of a rising but problematic musician.,4.8,931.0,,"['psychological drama', 'musician', 'personal assistant']",0,0,1,0,0,1,0,0,0,"['Follows', 'the', 'last', 'days', 'of', 'a', 'rising', 'but', 'problematic', 'musician', 'psychological drama', 'musician', 'personal assistant']"
El robo del siglo,2020-01-16,"In 2006, a group of thieves performed what is considered one of the most famous and smart bank heists in the history of Argentina when they rob the Banco Río branch in Acassuso.",7.1,9052.0,18+,"['bank robbery', 'bank heist', 'acassusso buenos aires argentina', 'buenos aires argentina', 'based on real person']",1,0,0,0,1,1,0,0,0,"['In', 'a', 'group', 'of', 'thieves', 'performed', 'what', 'is', 'considered', 'one', 'of', 'the', 'most', 'famous', 'and', 'smart', 'bank', 'heists', 'in', 'the', 'history', 'of', 'Argentina', 'when', 'they', 'rob', 'the', 'Banco', 'R', 'o', 'branch', 'in', 'Acassuso', 'bank robbery', 'bank heist', 'acassusso buenos aires argentina', 'buenos aires argentina', 'based on real person']"
Chisum,1970-07-29,Cattle baron John Chisum joins forces with Billy the Kid and Pat Garrett to fight the Lincoln County land war.,6.8,10386.0,G,"['firearm', 'revolver', 'shootout', 'evil man', 'good man']",0,0,0,0,1,1,0,0,0,"['Cattle', 'baron', 'John', 'Chisum', 'joins', 'forces', 'with', 'Billy', 'the', 'Kid', 'and', 'Pat', 'Garrett', 'to', 'fight', 'the', 'Lincoln', 'County', 'land', 'war', 'firearm', 'revolver', 'shootout', 'evil man', 'good man']"
Mr. Saturday Night,2021-12-09,The untold story of Robert Stigwood and how he amped the disco era.,6.6,320.0,,['hbo music box'],0,0,0,0,0,1,0,0,0,"['The', 'untold', 'story', 'of', 'Robert', 'Stigwood', 'and', 'how', 'he', 'amped', 'the', 'disco', 'era', 'hbo music box']"
I Dream of Jeanie,1952-06-15,The life and career of famed American composer Stephen Foster.,5.9,229.0,Approved,"['stephen c. foster character', 'fiance fiancee relationship', 'composer', 'song in title', 'sarcasm']",1,0,1,0,0,1,0,0,0,"['The', 'life', 'and', 'career', 'of', 'famed', 'American', 'composer', 'Stephen', 'Foster', 'stephen c. foster character', 'fiance fiancee relationship', 'composer', 'song in title', 'sarcasm']"
The Caveman of Atomic City,2016-04-23,"The story of micromike, the scientist who discovered a new theory of gravity while living for years in a cave on the land of the Los Alamos National Lab.",,,,[' '],0,0,0,0,0,1,0,0,0,"['The', 'story', 'of', 'micromike', 'the', 'scientist', 'who', 'discovered', 'a', 'new', 'theory', 'of', 'gravity', 'while', 'living', 'for', 'years', 'in', 'a', 'cave', 'on', 'the', 'land', 'of', 'the', 'Los', 'Alamos', 'National', 'Lab', ' ']"
Belizaire the Cajun,1986-06-13,A Cajun man attempts to save his town.,6.5,475.0,PG,"['character name as title', 'nickname as title', 'whipping', 'village', 'healing']",0,0,1,1,0,1,0,0,0,"['A', 'Cajun', 'man', 'attempts', 'to', 'save', 'his', 'town', 'character name as title', 'nickname as title', 'whipping', 'village', 'healing']"
Caravaggio,,"A retelling of the life of the celebrated 17th-century painter through his brilliant, nearly blasphemous paintings and his flirtations with the underworld.",6.5,6475.0,,"['character name as title', 'gay interest', 'caravaggio', 'model', 'catacombs']",0,0,1,0,0,1,0,0,0,"['A', 'retelling', 'of', 'the', 'life', 'of', 'the', 'celebrated', 'th', 'century', 'painter', 'through', 'his', 'brilliant', 'nearly', 'blasphemous', 'paintings', 'and', 'his', 'flirtations', 'with', 'the', 'underworld', 'character name as title', 'gay interest', 'caravaggio', 'model', 'catacombs']"
Oedipus the King,1968-06-14,"This classic (Greek) tale tells how a noble youth accidentally marries his own mother, kills his own father (deliberately) and ends up paying a terrible price for invoking the wrath of the Gods.",6.4,339.0,G,"['character name as title', 'oedipus character', 'jocasta character', 'creon character', 'mother son incest avoided']",0,0,1,0,0,1,0,0,0,"['This', 'classic', 'Greek', 'tale', 'tells', 'how', 'a', 'noble', 'youth', 'accidentally', 'marries', 'his', 'own', 'mother', 'kills', 'his', 'own', 'father', 'deliberately', 'and', 'ends', 'up', 'paying', 'a', 'terrible', 'price', 'for', 'invoking', 'the', 'wrath', 'of', 'the', 'Gods', 'character name as title', 'oedipus character', 'jocasta character', 'creon character', 'mother son incest avoided']"
Traces of Death,,"Traces of Death is a collection of archive film and borrowed stock footage, notorious for its pointless exploitative content. In its opening you see the death of a woman named Maritza Martin, who was gunned down by her ex-husband ...",4.0,778.0,Unrated,"['death', 'autopsy footage', 'animal attack', 'pig', 'truck']",0,0,0,0,0,1,0,0,1,"['Traces', 'of', 'Death', 'is', 'a', 'collection', 'of', 'archive', 'film', 'and', 'borrowed', 'stock', 'footage', 'notorious', 'for', 'its', 'pointless', 'exploitative', 'content', 'In', 'its', 'opening', 'you', 'see', 'the', 'death', 'of', 'a', 'woman', 'named', 'Maritza', 'Martin', 'who', 'was', 'gunned', 'down', 'by', 'her', 'ex', 'husband', 'death', 'autopsy footage', 'animal attack', 'pig', 'truck']"
The Best of the Blues Brothers,,Dan Aykroyd and friends tell the story of the famous Saturday Night Live recurring musical characters.,7.6,441.0,,"['actor playing multiple roles', 'independent film']",0,0,0,0,0,1,0,0,0,"['Dan', 'Aykroyd', 'and', 'friends', 'tell', 'the', 'story', 'of', 'the', 'famous', 'Saturday', 'Night', 'Live', 'recurring', 'musical', 'characters', 'actor playing multiple roles', 'independent film']"
Big Eyes,,"A drama about the awakening of painter Margaret Keane, her phenomenal success in the 1950s, and the subsequent legal difficulties she had with her husband, who claimed credit for her works in the 1960s.",,,,[' '],0,1,1,0,0,1,0,0,0,"['A', 'drama', 'about', 'the', 'awakening', 'of', 'painter', 'Margaret', 'Keane', 'her', 'phenomenal', 'success', 'in', 'the', 's', 'and', 'the', 'subsequent', 'legal', 'difficulties', 'she', 'had', 'with', 'her', 'husband', 'who', 'claimed', 'credit', 'for', 'her', 'works', 'in', 'the', 's', ' ']"
The Basketball Diaries,1995-04-21,A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.,7.3,114952.0,M/16,"['basketball sport', 'addiction', 'gay', 'masturbation reference', 'talking about masturbation']",0,1,1,0,0,1,0,0,0,"['A', 'teenager', 'finds', 'his', 'dreams', 'of', 'becoming', 'a', 'basketball', 'star', 'threatened', 'after', 'he', 'free', 'falls', 'into', 'the', 'harrowing', 'world', 'of', 'drug', 'addiction', 'basketball sport', 'addiction', 'gay', 'masturbation reference', 'talking about masturbation']"
Chronik der Anna Magdalena Bach,1977-01-28,"The life and music of Johann Sebastian Bach as presented by his wife, Anna.",6.8,1519.0,,"['pipe organ', 'f rated', 'new german cinema', 'concert film', 'classical music']",0,0,1,0,0,1,0,0,0,"['The', 'life', 'and', 'music', 'of', 'Johann', 'Sebastian', 'Bach', 'as', 'presented', 'by', 'his', 'wife', 'Anna', 'pipe organ', 'f rated', 'new german cinema', 'concert film', 'classical music']"
The Desert Fox: The Story of Rommel,1952-04-26,"The story of the final years of the respected World War II German general, Erwin Rommel.",6.9,6458.0,M/12,"['military leadership', 'year 1944', 'western front of world war ii', 'world war two in africa', 'military uniform']",0,0,1,0,1,1,0,0,0,"['The', 'story', 'of', 'the', 'final', 'years', 'of', 'the', 'respected', 'World', 'War', 'II', 'German', 'general', 'Erwin', 'Rommel', 'military leadership', 'year 1944', 'western front of world war ii', 'world war two in africa', 'military uniform']"
Mile High: How to Win... and Lose... the White House,,A teenager who has spent a year of his life campaigning for Barack Obama makes his way to Denver to hear the former Presidential candidate accept his nomination.,6.0,31.0,,"['the white house washington d.c.', 'teenager', 'presidential candidate', 'election', 'president']",0,0,0,0,0,1,0,0,0,"['A', 'teenager', 'who', 'has', 'spent', 'a', 'year', 'of', 'his', 'life', 'campaigning', 'for', 'Barack', 'Obama', 'makes', 'his', 'way', 'to', 'Denver', 'to', 'hear', 'the', 'former', 'Presidential', 'candidate', 'accept', 'his', 'nomination', 'the white house washington d.c.', 'teenager', 'presidential candidate', 'election', 'president']"
Salvador,1987-05-08,A burnt-out photojournalist becomes involved in a Central American revolution.,7.4,22132.0,M/16,"['assassination', 'massacre', 'guerrilla', 'war correspondent', 'border crossing']",0,0,1,0,0,1,0,0,1,"['A', 'burnt', 'out', 'photojournalist', 'becomes', 'involved', 'in', 'a', 'Central', 'American', 'revolution', 'assassination', 'massacre', 'guerrilla', 'war correspondent', 'border crossing']"
Midnight Express,1978-08-10,"Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison.",7.5,83478.0,M/16,"['gay kiss', 'watching someone masturbate', 'social masturbation', '1970s', 'prison drama']",0,1,1,0,0,1,0,0,0,"['Billy', 'Hayes', 'an', 'American', 'college', 'student', 'is', 'caught', 'smuggling', 'drugs', 'out', 'of', 'Turkey', 'and', 'thrown', 'into', 'prison', 'gay kiss', 'watching someone masturbate', 'social masturbation', '1970s', 'prison drama']"
A Perfect Candidate,1996-04-19,"The filmmakers follow Oliver North's unsuccessful 1994 bid for a Virginia Senate seat, focusing on North's campaign strategist, Mark Goodin, and a Washington Post reporter. Mudslinging ensues.",7.2,280.0,,"['senate', 'virginia', 'reporter', 'campaign bus', 'u.s. senate']",0,0,0,0,0,1,0,0,0,"['The', 'filmmakers', 'follow', 'Oliver', 'North', 's', 'unsuccessful', 'bid', 'for', 'a', 'Virginia', 'Senate', 'seat', 'focusing', 'on', 'North', 's', 'campaign', 'strategist', 'Mark', 'Goodin', 'and', 'a', 'Washington', 'Post', 'reporter', 'Mudslinging', 'ensues', 'senate', 'virginia', 'reporter', 'campaign bus', 'u.s. senate']"
Libertarias,1997-07-18,"At the outbreak of the Spanish Civil War, the nun Maria is forced to flee her convent. She takes refuge in a brothel, until it is liberated by a woman's anarchist group. Maria joins the group and eventually goes to the front. The ...",6.9,2118.0,M/16,"['spanish civil war', 'anarchist', 'anti fascism', 'anarchism', 'anarchy']",0,0,1,0,1,1,0,0,0,"['At', 'the', 'outbreak', 'of', 'the', 'Spanish', 'Civil', 'War', 'the', 'nun', 'Maria', 'is', 'forced', 'to', 'flee', 'her', 'convent', 'She', 'takes', 'refuge', 'in', 'a', 'brothel', 'until', 'it', 'is', 'liberated', 'by', 'a', 'woman', 's', 'anarchist', 'group', 'Maria', 'joins', 'the', 'group', 'and', 'eventually', 'goes', 'to', 'the', 'front', 'The', 'spanish civil war', 'anarchist', 'anti fascism', 'anarchism', 'anarchy']"
Ed Wood,1995-06-02,"Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent.",7.8,179083.0,M/12,"['film director', 'misfit', 'director', 'based on real person', 'black comedy']",1,0,1,0,0,1,0,0,0,"['Ambitious', 'but', 'troubled', 'movie', 'director', 'Edward', 'D', 'Wood', 'Jr', 'tries', 'his', 'best', 'to', 'fulfill', 'his', 'dreams', 'despite', 'his', 'lack', 'of', 'talent', 'film director', 'misfit', 'director', 'based on real person', 'black comedy']"
Ford v Ferrari,2019-11-14,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,8.1,411341.0,M/12,"['based on true story', 'car racing', '24 hours le mans race', 'motor sports', 'racecar']",0,0,1,0,1,1,0,0,0,"['American', 'car', 'designer', 'Carroll', 'Shelby', 'and', 'driver', 'Ken', 'Miles', 'battle', 'corporate', 'interference', 'and', 'the', 'laws', 'of', 'physics', 'to', 'build', 'a', 'revolutionary', 'race', 'car', 'for', 'Ford', 'in', 'order', 'to', 'defeat', 'Ferrari', 'at', 'the', 'Hours', 'of', 'Le', 'Mans', 'in', 'based on true story', 'car racing', '24 hours le mans race', 'motor sports', 'racecar']"
Aenigma: Lucio Fulci and the 80s,2017-03-13,"Aenigma: Lucio Fulci and the 80s takes a look into the twilight years of Lucio Fulci, one of Italian cinemas finest craftsmen; lovingly known as the 'Godfather of Gore' by his legion of fans.",5.5,44.0,,['1980s'],0,0,0,0,0,1,0,0,0,"['Aenigma', 'Lucio', 'Fulci', 'and', 'the', 's', 'takes', 'a', 'look', 'into', 'the', 'twilight', 'years', 'of', 'Lucio', 'Fulci', 'one', 'of', 'Italian', 'cinemas', 'finest', 'craftsmen', 'lovingly', 'known', 'as', 'the', 'Godfather', 'of', 'Gore', 'by', 'his', 'legion', 'of', 'fans', '1980s']"
Ali,2002-03-01,"A biography of sports legend Muhammad Ali, focusing on his triumphs and controversies between 1964 and 1974.",6.7,102209.0,R,"['1960s', '1970s', 'africa', 'muslim', 'black muslim']",0,0,1,0,0,1,0,0,0,"['A', 'biography', 'of', 'sports', 'legend', 'Muhammad', 'Ali', 'focusing', 'on', 'his', 'triumphs', 'and', 'controversies', 'between', 'and', '1960s', '1970s', 'africa', 'muslim', 'black muslim']"
L'armata Brancaleone,1983-09-27,"A group of misfits, headed by an incompetent knight named Brancaleone, set out to reach the small town of Aurocastro so that their leader can take possession of the fief.",7.8,5040.0,,"['italian history', '11th century', 'knight', 'italy', 'actual animal killed']",1,0,0,0,1,1,0,0,0,"['A', 'group', 'of', 'misfits', 'headed', 'by', 'an', 'incompetent', 'knight', 'named', 'Brancaleone', 'set', 'out', 'to', 'reach', 'the', 'small', 'town', 'of', 'Aurocastro', 'so', 'that', 'their', 'leader', 'can', 'take', 'possession', 'of', 'the', 'fief', 'italian history', '11th century', 'knight', 'italy', 'actual animal killed']"
Navalny,2022-04-11,Follows the man who survived an assassination attempt by poisoning with a lethal nerve agent in August 2020. During his months-long recovery he makes shocking discoveries about the attempt on his life and decides to return home.,7.7,22795.0,R,"['novichok poisoning', 'russian politician', 'russian politics', 'reference to alexei navalny', 'politics documentary']",0,0,0,0,0,1,0,0,0,"['Follows', 'the', 'man', 'who', 'survived', 'an', 'assassination', 'attempt', 'by', 'poisoning', 'with', 'a', 'lethal', 'nerve', 'agent', 'in', 'August', 'During', 'his', 'months', 'long', 'recovery', 'he', 'makes', 'shocking', 'discoveries', 'about', 'the', 'attempt', 'on', 'his', 'life', 'and', 'decides', 'to', 'return', 'home', 'novichok poisoning', 'russian politician', 'russian politics', 'reference to alexei navalny', 'politics documentary']"
The St. Valentine's Day Massacre,1967-06-30,Al Capone's Valentine's Day surprise for the rival Bugs Moran gang in 1929 Chicago.,6.6,4436.0,Not Rated,"['roaring twenties', ""st. valentine's day massacre"", '1920s', 'blond', 'voice over narration']",0,1,1,0,0,1,0,0,0,"['Al', 'Capone', 's', 'Valentine', 's', 'Day', 'surprise', 'for', 'the', 'rival', 'Bugs', 'Moran', 'gang', 'in', 'Chicago', 'roaring twenties', ""st. valentine's day massacre"", '1920s', 'blond', 'voice over narration']"
Romeo Is Bleeding,2017-08-01,"Donte Clark's poetic voice was honed on the violent street corners of a struggling city. Yet rather than succumb to the pressures of Richmond, CA, Clark uses his artistic perspective to help save his city from itself.",7.9,110.0,PG-13,['artist'],0,0,1,0,0,1,0,0,0,"['Donte', 'Clark', 's', 'poetic', 'voice', 'was', 'honed', 'on', 'the', 'violent', 'street', 'corners', 'of', 'a', 'struggling', 'city', 'Yet', 'rather', 'than', 'succumb', 'to', 'the', 'pressures', 'of', 'Richmond', 'CA', 'Clark', 'uses', 'his', 'artistic', 'perspective', 'to', 'help', 'save', 'his', 'city', 'from', 'itself', 'artist']"
Prosperity,2017-10-01,"Dr. Pedram Shojai travels across the Americas, interviewing CEOs and farmers in search of more sustainable ways to live and thrive.",7.7,14.0,,['search'],0,0,0,0,0,1,0,0,0,"['Dr', 'Pedram', 'Shojai', 'travels', 'across', 'the', 'Americas', 'interviewing', 'CEOs', 'and', 'farmers', 'in', 'search', 'of', 'more', 'sustainable', 'ways', 'to', 'live', 'and', 'thrive', 'search']"
Marie Antoinette,,"The retelling of France's iconic but ill-fated queen, Marie Antoinette. From her betrothal and marriage to Louis XVI at 14 to her reign as queen at 19 and to the end of her reign as queen, and ultimately the fall of Versailles.",,,,[' '],0,0,1,0,0,1,0,0,0,"['The', 'retelling', 'of', 'France', 's', 'iconic', 'but', 'ill', 'fated', 'queen', 'Marie', 'Antoinette', 'From', 'her', 'betrothal', 'and', 'marriage', 'to', 'Louis', 'XVI', 'at', 'to', 'her', 'reign', 'as', 'queen', 'at', 'and', 'to', 'the', 'end', 'of', 'her', 'reign', 'as', 'queen', 'and', 'ultimately', 'the', 'fall', 'of', 'Versailles', ' ']"
Mother Lode,2021-09-05,A man who left his family and his taxi business in the rural area of Lima to seek fortune as a miner in the highest and most dangerous Andean goldmine in Peru and there he starts a journey where reality and magic mixed together.,6.2,49.0,,[' '],0,0,0,0,0,1,0,0,0,"['A', 'man', 'who', 'left', 'his', 'family', 'and', 'his', 'taxi', 'business', 'in', 'the', 'rural', 'area', 'of', 'Lima', 'to', 'seek', 'fortune', 'as', 'a', 'miner', 'in', 'the', 'highest', 'and', 'most', 'dangerous', 'Andean', 'goldmine', 'in', 'Peru', 'and', 'there', 'he', 'starts', 'a', 'journey', 'where', 'reality', 'and', 'magic', 'mixed', 'together', ' ']"
Rudy,1993-10-22,Rudy has always been told that he was too small to play college football. But he is determined to overcome the odds and fulfill his dream of playing for Notre Dame.,7.5,65651.0,PG,"['motivation', 'american football player', 'montage', 'applause', '1970s']",0,0,1,0,0,1,0,0,0,"['Rudy', 'has', 'always', 'been', 'told', 'that', 'he', 'was', 'too', 'small', 'to', 'play', 'college', 'football', 'But', 'he', 'is', 'determined', 'to', 'overcome', 'the', 'odds', 'and', 'fulfill', 'his', 'dream', 'of', 'playing', 'for', 'Notre', 'Dame', 'motivation', 'american football player', 'montage', 'applause', '1970s']"
GoodFellas,1990-11-23,"The story of Henry Hill and his life in the mob, covering his relationship with his wife Karen Hill and his mob partners Jimmy Conway and Tommy DeVito in the Italian-American crime syndicate.",8.7,1182611.0,M/16,"['gangster', 'mafia', 'organized crime', 'rise and fall', 'mob']",0,1,1,0,0,1,0,0,0,"['The', 'story', 'of', 'Henry', 'Hill', 'and', 'his', 'life', 'in', 'the', 'mob', 'covering', 'his', 'relationship', 'with', 'his', 'wife', 'Karen', 'Hill', 'and', 'his', 'mob', 'partners', 'Jimmy', 'Conway', 'and', 'Tommy', 'DeVito', 'in', 'the', 'Italian', 'American', 'crime', 'syndicate', 'gangster', 'mafia', 'organized crime', 'rise and fall', 'mob']"
Greater,,"The story of Brandon Burlsworth, possibly the greatest walk-on in the history of college football.",,,,[' '],0,0,0,0,0,1,1,0,0,"['The', 'story', 'of', 'Brandon', 'Burlsworth', 'possibly', 'the', 'greatest', 'walk', 'on', 'in', 'the', 'history', 'of', 'college', 'football', ' ']"
Jud Süss - Film ohne Gewissen,,"Rise and fall of actor Ferdinand Marian, who takes the chance and stars in the anti-semitic movie Jud Süß (1940).",6.1,1129.0,Not Rated,"['reference to joseph goebbels', 'anti semitism', ""reference to shakespeare's othello"", 'reference to wilhelm hauff', 'reference to lion feuchtwanger']",0,0,1,0,1,1,0,0,0,"['Rise', 'and', 'fall', 'of', 'actor', 'Ferdinand', 'Marian', 'who', 'takes', 'the', 'chance', 'and', 'stars', 'in', 'the', 'anti', 'semitic', 'movie', 'Jud', 'S', 'reference to joseph goebbels', 'anti semitism', ""reference to shakespeare's othello"", 'reference to wilhelm hauff', 'reference to lion feuchtwanger']"
Gunfight at the O.K. Corral,1957-11-07,Lawman Wyatt Earp and outlaw Doc Holliday form an unlikely alliance which culminates in their participation in the legendary Gunfight at the O.K. Corral.,7.1,16412.0,M/12,"['blackjack', 'tombstone arizona', 'arizona territory', 'arizona', 'gunfight at the o.k. corral']",0,0,1,0,1,1,0,0,0,"['Lawman', 'Wyatt', 'Earp', 'and', 'outlaw', 'Doc', 'Holliday', 'form', 'an', 'unlikely', 'alliance', 'which', 'culminates', 'in', 'their', 'participation', 'in', 'the', 'legendary', 'Gunfight', 'at', 'the', 'O', 'K', 'Corral', 'blackjack', 'tombstone arizona', 'arizona territory', 'arizona', 'gunfight at the o.k. corral']"
The Heroes of Telemark,1966-04-09,Norwegian resistance tries to stop German efforts to produce an atomic bomb component during World War II.,6.5,7587.0,Approved,"['nazi occupation', 'heavy water', 'norwegian resistance', 'sabotage', 'reference to j. robert oppenheimer']",0,0,1,0,1,1,0,0,0,"['Norwegian', 'resistance', 'tries', 'to', 'stop', 'German', 'efforts', 'to', 'produce', 'an', 'atomic', 'bomb', 'component', 'during', 'World', 'War', 'II', 'nazi occupation', 'heavy water', 'norwegian resistance', 'sabotage', 'reference to j. robert oppenheimer']"
Midnight in Paris,2020-10-23,"A story filled with joyful celebrations as it follows a group of high schoolers in Flint, Michigan. Focusing on 6 students and their families during the week leading up to prom. Bringing a community together as they celebrate the ...",8.0,12.0,,[' '],1,0,1,0,0,1,0,0,0,"['A', 'story', 'filled', 'with', 'joyful', 'celebrations', 'as', 'it', 'follows', 'a', 'group', 'of', 'high', 'schoolers', 'in', 'Flint', 'Michigan', 'Focusing', 'on', 'students', 'and', 'their', 'families', 'during', 'the', 'week', 'leading', 'up', 'to', 'prom', 'Bringing', 'a', 'community', 'together', 'as', 'they', 'celebrate', 'the', ' ']"
Paradise Lost: The Child Murders at Robin Hood Hills,1996-06-10,A horrific triple child murder leads to an indictment and trial of three nonconformist boys based on questionable evidence.,8.2,17271.0,Not Rated,"['crime documentary', 'timeframe 1990s', 'satanic panic', 'reference to paradise lost', 'trial']",0,1,0,0,0,1,0,0,0,"['A', 'horrific', 'triple', 'child', 'murder', 'leads', 'to', 'an', 'indictment', 'and', 'trial', 'of', 'three', 'nonconformist', 'boys', 'based', 'on', 'questionable', 'evidence', 'crime documentary', 'timeframe 1990s', 'satanic panic', 'reference to paradise lost', 'trial']"
Tóngnián wangshì,1991-05-31,"The semi-autobiographical film on director Hou Hsiao-Hsien's childhood and adolescence, when he was growing up in Taiwan, living through the deaths of his father, mother and grandmother.",7.6,3221.0,M/12,"['breast feeding', 'childhood', 'growing up', 'death of daughter', 'death of baby']",0,0,1,0,0,1,0,0,0,"['The', 'semi', 'autobiographical', 'film', 'on', 'director', 'Hou', 'Hsiao', 'Hsien', 's', 'childhood', 'and', 'adolescence', 'when', 'he', 'was', 'growing', 'up', 'in', 'Taiwan', 'living', 'through', 'the', 'deaths', 'of', 'his', 'father', 'mother', 'and', 'grandmother', 'breast feeding', 'childhood', 'growing up', 'death of daughter', 'death of baby']"
Beloved,1998-10-16,"Based on the book by Toni Morrison, in which a slave is visited by the spirit of a mysterious young woman",6.0,9272.0,M/12,"['torture', 'whipping', 'animal cruelty', 'brutality', 'beating']",0,0,1,0,0,1,0,0,1,"['Based', 'on', 'the', 'book', 'by', 'Toni', 'Morrison', 'in', 'which', 'a', 'slave', 'is', 'visited', 'by', 'the', 'spirit', 'of', 'a', 'mysterious', 'young', 'woman', 'torture', 'whipping', 'animal cruelty', 'brutality', 'beating']"
Mary Queen of Scots,2014-11-12,A queen who lost three kingdoms. A wife who lost three husbands. A woman who lost her head.,5.4,964.0,,"['male frontal nudity', 'queen', 'nudity', 'royalty', 'male pubic hair']",0,0,1,0,0,1,0,0,0,"['A', 'queen', 'who', 'lost', 'three', 'kingdoms', 'A', 'wife', 'who', 'lost', 'three', 'husbands', 'A', 'woman', 'who', 'lost', 'her', 'head', 'male frontal nudity', 'queen', 'nudity', 'royalty', 'male pubic hair']"
The Yukon Assignment,2018-10-01,A British father and son undertake a five hundred mile canoe journey through the Canadian wilderness. An honest story of real adventure and the importance of making time for each other.,6.6,425.0,,"['yukon', 'kayak', 'canoe', 'canada', 'bear']",0,0,0,0,1,1,0,0,0,"['A', 'British', 'father', 'and', 'son', 'undertake', 'a', 'five', 'hundred', 'mile', 'canoe', 'journey', 'through', 'the', 'Canadian', 'wilderness', 'An', 'honest', 'story', 'of', 'real', 'adventure', 'and', 'the', 'importance', 'of', 'making', 'time', 'for', 'each', 'other', 'yukon', 'kayak', 'canoe', 'canada', 'bear']"
Bitka na Neretvi,1969-10-07,World war two drama about the 1943 battle around the Neretva River between Axis forces and Yugoslav partisan units.,7.0,3757.0,G,"['epic history', 'partisan', 'battle', 'offensive', 'river']",0,0,1,0,1,1,0,0,0,"['World', 'war', 'two', 'drama', 'about', 'the', 'battle', 'around', 'the', 'Neretva', 'River', 'between', 'Axis', 'forces', 'and', 'Yugoslav', 'partisan', 'units', 'epic history', 'partisan', 'battle', 'offensive', 'river']"
