Name,Comedy,Crime,Drama,Romance,Action and Adventure,Documentary and History,Family and Animation,Fantasy and Sci-Fi,Horror and Thriller,Description Tokenized
"Sister, Sister",0,0,1,1,0,0,0,0,1,"['sisters', 'turn', 'family', 'mansion', 'louisiana', 'guest', 'house', 'guests', 'aide', 'congressman', 'turn', 'live', 'inside']"
Pelli Pustakam,1,0,1,1,0,0,0,0,0,"['newly', 'marry', 'couple', 'k', 'krishnamurthy', 'satyabhama', 'solve', 'financial', 'problems', 'seek', 'job', 'big', 'company', 'boss', 'would', 'give', 'job', 'member', 'family', 'couple', 'lie', 'unmarried', 'j']"
The Inheritance,0,0,0,0,0,0,0,0,1,"['womans', 'inheritance', 'lead', 'eastern', 'europe', 'uncover', 'dark', 'disturb', 'family', 'secret']"
Cabin Fever,0,0,1,0,0,0,0,0,0,"['worlds', 'first', 'feature', 'create', 'lockdown', 'cabin', 'fever', 'crew', 'use', 'specialist', 'movie', 'equipment', 'family', 'fling', 'far', 'corner', 'globe', 'reach', 'void', 'understand', 'forgive']"
Eight Crazy Nights,1,0,0,0,0,0,1,0,0,"['davey', 'stone', 'alcoholic', 'criminal', 'record', 'sentence', 'community', 'service', 'supervision', 'elderly', 'referee', 'davey', 'face', 'try', 'reform', 'abandon', 'bad', 'habit']"
Daddy Day Care,1,0,0,0,0,0,1,0,0,"['men', 'name', 'charlie', 'hinton', 'phil', 'ryerson', 'get', 'lay', 'become', 'stay', 'home', 'father', 'cant', 'job', 'inspire', 'open', 'day', 'care', 'center']"
Rumpelstiltskin,1,0,0,0,0,0,0,1,1,"['wish', 'young', 'widow', 'see', 'police', 'officer', 'husband', 'kill', 'line', 'duty', 'free', 'demonic', 'creature', 'want', 'claim', 'soul', 'baby']"
"The Good, the Bad and the Beautiful",0,0,1,0,0,0,0,0,0,"['story', 'center', 'around', 'estate', 'politician', 'plague', 'blackmail', 'scissor', 'murder']"
King Richard,0,0,1,0,0,1,0,0,0,"['look', 'tennis', 'superstars', 'venus', 'serena', 'williams', 'become', 'coach', 'father', 'richard', 'williams']"
Wanda Nevada,1,0,0,1,0,0,0,0,1,"['drifter', 'name', 'beaudray', 'demerille', 'win', 'young', 'orphan', 'name', 'wanda', 'poker', 'game', 'take', 'gold', 'prospect', 'grand', 'canyon']"
Armed Response,0,0,0,0,1,0,0,0,1,"['remote', 'facility', 'build', 'prison', 'secret', 'super', 'lie', 'detector', 'compromise', 'guard', 'possibly', 'dead', 'arm', 'team', 'investigate', 'whats', 'wrong']"
Traces of Death,0,0,0,0,0,1,0,0,1,"['trace', 'death', 'collection', 'archive', 'film', 'borrow', 'stock', 'footage', 'notorious', 'pointless', 'exploitative', 'content', 'open', 'see', 'death', 'woman', 'name', 'maritza', 'martin', 'gun', 'ex', 'husband']"
Jack & Sarah,1,0,1,1,0,0,0,0,0,"['young', 'american', 'woman', 'become', 'nanny', 'home', 'recent', 'british', 'widower']"
Free Solo,0,0,0,0,1,1,0,0,0,"['alex', 'honnold', 'attempt', 'become', 'first', 'person', 'ever', 'free', 'solo', 'climb', 'el', 'capitan']"
Ku nao ren de xiao,0,0,1,0,0,0,0,0,0,"['film', 'depict', 'live', 'fat', 'chinese', 'intellectuals', 'era', 'cultural', 'revolution', 'manipulate', 'gang', 'winter', 'newspaper', 'office', 'reduce', 'rumor', 'monger', 'instead', 'fait']"
Champagne for Caesar,1,0,0,1,0,0,0,0,0,"['order', 'get', 'even', 'pompous', 'president', 'soap', 'company', 'eccentric', 'genius', 'go', 'quiz', 'show', 'order', 'bankrupt', 'company']"
The Notebook,0,0,1,1,0,0,0,0,0,"['poor', 'passionate', 'young', 'man', 'ryan', 'gosling', 'fall', 'love', 'rich', 'young', 'woman', 'rachel', 'mcadams', 'give', 'sense', 'freedom', 'soon', 'separate', 'social', 'differences']"
Ramayana: The Legend of Prince Rama,0,0,0,0,1,0,1,0,0,"['anime', 'adaptation', 'hindu', 'epic', 'ramayana', 'lord', 'ram', 'combat', 'wicked', 'king', 'ravana']"
Il cuore altrove,1,0,1,1,0,0,0,0,0,"['nello', 'balocchi', 'year', 'old', 'teacher', 'greek', 'latin', 'invite', 'bologna', 'father', 'owner', 'papal', 'tailor', 'shop', 'rome', 'father', 'hop', 'nello', 'soul', 'mate', 'bolgna', 'thus', 'produce', 'heir', 'b']"
Benvenuta,0,0,1,1,0,0,0,0,0,"['passionate', 'affair', 'set', 'intense', 'encounter', 'film', 'maker', 'novelist', 'story', 'begin', 'young', 'scriptwriter', 'francois', 'track', 'author', 'scandalous', 'novel', 'aim', 'adapt', 'work']"
Street Trash,1,0,0,0,0,0,0,0,1,"['liquor', 'store', 'owner', 'sell', 'alcoholic', 'beverages', 'homeless', 'people', 'unaware', 'bottle', 'actually', 'contain', 'toxic', 'brew']"
Dirty Dancing,0,0,1,1,0,0,0,0,0,"['spend', 'summer', 'catskills', 'resort', 'family', 'frances', 'baby', 'houseman', 'fall', 'love', 'camp', 'dance', 'instructor', 'johnny', 'castle']"
Setouchi shonen yakyu dan,1,0,1,0,1,0,0,0,0,"['drama', 'end', 'world', 'war', 'ii', 'inhabitants', 'small', 'japanese', 'fish', 'village', 'must', 'come', 'term', 'nations', 'defeat', 'sudden', 'occupation', 'general', 'macarthur', 'troop']"
Buck Privates,1,0,0,0,0,0,0,0,0,"['pvt', 'smith', 'american', 'soldier', 'station', 'german', 'town', 'occupation', 'germany', 'world', 'war', 'fall', 'love', 'daughter', 'towns', 'lead', 'citizen', 'problem', 'swear', 'enemy', 'sgt', 'butt', 'ha']"
Only the Strong Survive,0,0,0,0,0,1,0,0,0,"['film', 'feature', 'veteran', 'soul', 'music', 'artists', 'music', 'stax', 'record']"
Highlander II: The Quickening,0,0,0,0,1,0,0,1,0,"['future', 'highlander', 'connor', 'macleod', 'must', 'prevent', 'destruction', 'earth', 'anti', 'ozone', 'shield']"
Drumline,1,0,1,1,0,0,0,0,0,"['band', 'director', 'recruit', 'harlem', 'street', 'drummer', 'play', 'southern', 'university']"
Midnight Lace,0,1,1,0,0,0,0,0,0,"['london', 'recently', 'wed', 'american', 'womans', 'sanity', 'come', 'question', 'claim', 'victim', 'threaten', 'stalker']"
Atomic Brain Invasion,0,0,0,0,0,0,0,1,1,"['bunch', 'misfit', 'high', 'schoolers', 'must', 'band', 'together', 'stop', 'army', 'brain', 'creatures', 'outer', 'space', 'intend', 'kidnap', 'elvis', 'presley', 'perform', 'small', 'new', 'england', 'town']"
The Grand Budapest Hotel,1,1,0,0,1,0,0,0,0,"['writer', 'encounter', 'owner', 'age', 'high', 'class', 'hotel', 'tell', 'early', 'years', 'serve', 'lobby', 'boy', 'hotels', 'glorious', 'years', 'exceptional', 'concierge']"
Halloween 4: The Return of Michael Myers,0,0,0,0,0,0,0,0,1,"['years', 'original', 'massacre', 'invalid', 'michael', 'myers', 'awaken', 'halloween', 'eve', 'return', 'haddonfield', 'kill', 'year', 'old', 'niece', 'dr', 'loomis', 'stop']"
The Care Bears Adventure in Wonderland,1,0,0,0,1,0,1,0,0,"['care', 'bear', 'alice', 'set', 'stop', 'evil', 'wizard', 'take', 'wonderland']"
Giant,0,0,1,0,1,0,0,0,0,"['sprawl', 'epic', 'cover', 'life', 'texas', 'cattle', 'rancher', 'family', 'associate']"
Stepfather II,0,0,0,0,0,0,0,0,1,"['escape', 'insane', 'asylum', 'incarcerate', 'jerry', 'blake', 'terry', 'oquinn', 'impersonate', 'marriage', 'counselor', 'manage', 'win', 'patient', 'meg', 'foster', 'young', 'son', 'jonathan', 'brandis']"
Miracle,0,0,1,0,0,1,0,0,0,"['true', 'story', 'herb', 'brook', 'player', 'turn', 'coach', 'lead', 'u', 'olympic', 'hockey', 'team', 'victory', 'seemingly', 'invincible', 'soviet', 'squad']"
Lake Placid,1,0,0,0,1,0,0,0,1,"['people', 'attempt', 'stop', 'gigantic', 'crocodile', 'terrorize', 'residents', 'black', 'lake', 'maine']"
Dear God No!,1,0,0,0,0,0,0,0,1,"['gang', 'outlaw', 'bikers', 'pull', 'home', 'invasion', 'disgrace', 'anthropologist', 'hide', 'secret', 'lock', 'cabin', 'basement']"
The Jailbreakers,0,1,1,0,0,0,0,0,0,"['marry', 'couple', 'hold', 'hostage', 'dismal', 'desert', 'town', 'escape', 'convict', 'crook', 'look', 'cache', 'steal', 'loot', 'intend', 'keep', 'couple', 'alive', 'long', 'enough', 'locate', 'dig', 'cash']"
Blue's Big City Adventure,1,0,0,0,0,0,1,0,0,"['josh', 'blue', 'head', 'new', 'york', 'city', 'audition', 'big', 'broadway', 'musical']"
Hobgoblins 2,1,0,0,0,0,0,0,1,1,"['years', 'later', 'poor', 'old', 'mcgreedy', 'lock', 'away', 'mental', 'hospital', 'insane', 'rave', 'evil', 'hobgoblins', 'camp', 'crappy', 'original']"
Short Circuit,1,0,0,0,0,0,1,1,0,"['number', 'group', 'experimental', 'robots', 'lab', 'electrocute', 'suddenly', 'become', 'intelligent', 'escape']"
Macbeth,0,0,1,0,1,1,0,0,0,"['macbeth', 'thane', 'glamis', 'receive', 'prophecy', 'trio', 'witch', 'day', 'become', 'king', 'scotland', 'consume', 'ambition', 'spur', 'action', 'wife', 'macbeth', 'murder', 'king', 'take', 'throne']"
Eat Pray Love,0,0,1,1,0,1,0,0,0,"['marry', 'woman', 'realize', 'unhappy', 'marriage', 'really', 'life', 'need', 'go', 'different', 'direction', 'painful', 'divorce', 'take', 'round', 'world', 'journey']"
Dangerous When Wet,1,0,0,0,0,0,1,0,0,"['promoter', 'trainer', 'family', 'tow', 'katie', 'higgins', 'swim', 'way', 'arkansas', 'ozarks', 'foggy', 'london', 'english', 'channel', 'simonjack']"
La niña de tus ojos,1,0,1,0,0,0,0,0,0,"['company', 'spanish', 'movie', 'makers', 'leave', 'francos', 'spain', 'move', 'hitlers', 'germany', 'make', 'film', 'co', 'production', 'soon', 'problems', 'start', 'arise']"
A View to a Kill,0,0,0,0,1,0,0,0,1,"['recovery', 'microchip', 'body', 'fellow', 'agent', 'lead', 'jam', 'bond', 'mad', 'industrialist', 'plan', 'create', 'worldwide', 'microchip', 'monopoly', 'destroy', 'californias', 'silicon', 'valley']"
Night of the Demons 2,1,0,0,0,0,0,0,1,1,"['high', 'school', 'students', 'throw', 'halloween', 'party', 'mansion', 'haunt', 'young', 'demon']"
The True Story of Jesse James,0,1,1,0,0,1,0,0,0,"['biopic', 'loosely', 'base', 'last', 'years', 'jesse', 'jam', 'life', 'focus', 'relationship', 'brothers', 'jesse', 'frank', 'jam']"
Gaslight,0,1,1,0,0,0,0,0,1,"['years', 'aunt', 'murder', 'london', 'home', 'woman', 'return', 'italy', 'resume', 'residence', 'new', 'husband', 'obsessive', 'interest', 'home', 'rise', 'secret', 'require', 'drive', 'wife', 'insane']"
Brainscan,0,0,0,0,0,0,0,1,1,"['teenager', 'part', 'interactive', 'video', 'game', 'kill', 'innocent', 'victims', 'later', 'murder', 'become', 'real']"
L.A. Story,1,0,1,0,0,0,0,1,0,"['help', 'talk', 'freeway', 'billboard', 'wacky', 'weatherman', 'try', 'win', 'heart', 'english', 'newspaper', 'reporter', 'struggle', 'make', 'sense', 'strange', 'world', 'early', 'los', 'angeles']"
Ariel,1,1,0,1,0,0,0,0,0,"['finnish', 'man', 'go', 'city', 'job', 'mine', 'work', 'close', 'father', 'commit', 'suicide']"
Frankenstein Must Be Destroyed,0,0,1,0,0,0,0,1,1,"['baron', 'frankenstein', 'aid', 'young', 'doctor', 'fiancee', 'kidnap', 'mentally', 'sick', 'dr', 'brandt', 'order', 'perform', 'first', 'brain', 'transplant', 'operation']"
Star Trek: The Motion Picture,0,0,0,0,1,0,0,1,1,"['alien', 'spacecraft', 'enormous', 'power', 'spot', 'approach', 'earth', 'admiral', 'jam', 'kirk', 'resume', 'command', 'overhaul', 'uss', 'enterprise', 'order', 'intercept']"
King Lear,1,0,1,0,0,0,0,1,0,"['descendant', 'shakespeare', 'try', 'restore', 'play', 'world', 'rebuild', 'chernobyl', 'catastrophe', 'obliterate', 'human', 'civilization']"
Tough Guys Don't Dance,1,1,1,0,0,0,0,0,0,"['writer', 'ex', 'con', 'something', 'bottle', 'baby', 'tim', 'madden', 'prone', 'black', 'awaken', 'week', 'bender', 'discover', 'pool', 'blood', 'car']"
The Spy Who Loved Me,0,0,0,0,1,0,0,0,1,"['jam', 'bond', 'investigate', 'hijack', 'british', 'russian', 'submarine', 'carry', 'nuclear', 'warheads', 'help', 'k', 'g', 'b', 'agent', 'whose', 'lover', 'kill']"
The Little Vampire,1,0,0,0,1,0,1,0,0,"['lonely', 'american', 'boy', 'live', 'scotland', 'make', 'new', 'best', 'friend', 'fellow', 'year', 'old', 'happen', 'vampire']"
The Client,0,1,1,0,0,0,0,0,1,"['young', 'boy', 'witness', 'suicide', 'mafia', 'lawyer', 'hire', 'attorney', 'protect', 'district', 'attorney', 'try', 'use', 'take', 'mob', 'family']"
The Girl from Woolworth's,1,0,0,1,0,0,0,0,0,"['daisy', 'clerk', 'woolworths', 'love', 'sing', 'meet', 'bill', 'guard', 'subway', 'party', 'theyre', 'attract', 'tell', 'different', 'job', 'actually', 'bill', 'later', 'fi']"
Meet Dave,1,0,0,0,1,0,1,0,0,"['crew', 'miniature', 'alien', 'operate', 'spaceship', 'human', 'form', 'try', 'save', 'planet', 'alien', 'encounter', 'new', 'problem', 'ship', 'become', 'smite', 'earth', 'woman']"
One Piece: Stampede,0,0,0,0,1,0,1,0,0,"['pirate', 'around', 'world', 'gather', 'pirate', 'expo', 'join', 'hunt', 'gol', 'rogers', 'lose', 'treasure']"
Krush Groove,1,0,1,0,0,0,0,0,0,"['story', 'man', 'start', 'new', 'hip', 'hop', 'rap', 'label', 'call', 'krush', 'groove']"
Lili,0,0,1,1,0,0,0,0,0,"['orphan', 'young', 'woman', 'become', 'part', 'puppet', 'act', 'form', 'relationship', 'anti', 'social', 'puppeteer']"
The Lord of the Rings,0,0,0,0,1,0,1,1,0,"['fellowship', 'ring', 'embark', 'journey', 'destroy', 'ring', 'end', 'saurons', 'reign', 'middle', 'earth']"
50/50,1,0,1,1,0,0,0,0,0,"['inspire', 'true', 'story', 'comedy', 'center', 'year', 'old', 'guy', 'learn', 'cancer', 'diagnosis', 'subsequent', 'struggle', 'beat', 'disease']"
Kung Fu Panda 3,0,0,0,0,1,0,1,0,0,"['continue', 'legendary', 'adventure', 'awesomeness', 'po', 'must', 'face', 'hugely', 'epic', 'different', 'threats', 'supernatural', 'little', 'closer', 'home']"
Radio Free Albemuth,0,0,1,0,0,0,0,1,0,"['sci', 'fi', 'thriller', 'philip', 'k', 'dick', 'blade', 'runner', 'minority', 'report', 'scanner', 'darkly', 'nick', 'brady', 'receive', 'message', 'space', 'join', 'conspiracy', 'overthrow', 'authoritarian', 'u', 'regime']"
The Twilight Saga: Breaking Dawn - Part 2,0,0,1,0,1,0,0,1,0,"['birth', 'renesmee', 'nessie', 'cullens', 'gather', 'vampire', 'clans', 'order', 'protect', 'child', 'false', 'allegation', 'put', 'family', 'front', 'volturi']"
Assassination Tango,0,1,1,1,0,0,0,0,0,"['age', 'hitman', 'get', 'contract', 'kill', 'general', 'buenos', 'air', 'argentina', 'mark', 'become', 'unavailable', 'become', 'involve', 'argentinian', 'tango', 'culture']"
Prince of the City,0,1,0,0,1,0,0,0,1,"['wrongfully', 'exile', 'disgrace', 'man', 'seek', 'revenge', 'jealous', 'brother', 'billionaire', 'father', 'mysteriously', 'die']"
Koi... Mil Gaya,0,0,1,1,1,0,0,0,0,"['developmentally', 'disable', 'young', 'man', 'try', 'continue', 'work', 'father', 'communicate', 'extra', 'terrestrials', 'outer', 'space', 'lead', 'something', 'miraculous', 'wonderful']"
Molli and Max in the Future,1,0,0,1,0,0,0,1,0,"['sci', 'fi', 'romantic', 'comedy', 'man', 'woman', 'whose', 'orbit', 'repeatedly', 'collide', 'course', 'years', 'planets', 'dimension', 'space', 'cult']"
Monsters University,1,0,0,0,1,0,1,0,0,"['look', 'relationship', 'mike', 'wazowski', 'billy', 'crystal', 'jam', 'p', 'sully', 'sullivan', 'john', 'goodman', 'days', 'monsters', 'university', 'werent', 'necessarily', 'best', 'friends']"
Batman: The Long Halloween,0,1,0,0,1,0,1,0,0,"['atrocious', 'serial', 'kill', 'holiday', 'gotham', 'city', 'send', 'worlds', 'greatest', 'detective', 'action', 'confront', 'organize', 'crime', 'unify', 'front', 'classic', 'dc', 'super', 'villains', 'attempt', 'stop', 'mysterious', 'murderer']"
"Chyornaya roza - emblema pechali, krasnaya roza - emblema lyubvi",1,0,0,1,0,0,0,0,0,"['fact', 'people', 'appear', 'around', 'mitya', 'unique', 'eccentric', 'space', 'apartment', 'house', 'begin', 'unrealistic', 'character', 'miniature', 'unstable', 'society', 'end', 'soviet', 'union']"
The Polar Express,1,0,0,0,1,0,1,0,0,"['christmas', 'eve', 'young', 'boy', 'embark', 'magical', 'adventure', 'north', 'pole', 'polar', 'express', 'learn', 'friendship', 'bravery', 'spirit', 'christmas']"
No End in Sight,0,0,0,0,1,1,0,0,0,"['comprehensive', 'look', 'bush', 'administrations', 'conduct', 'iraq', 'war', 'occupation', 'country']"
Barbe bleue,0,0,1,1,0,0,0,1,0,"['adaptation', 'classic', 'tale', 'wealthy', 'aristocrat', 'blue', 'beard']"
Nancy Drew,1,1,0,0,0,0,1,0,0,"['teen', 'detective', 'nancy', 'draw', 'accompany', 'father', 'business', 'trip', 'los', 'angeles', 'happen', 'upon', 'clue', 'murder', 'mystery', 'involve', 'movie', 'star']"
The Luzhin Defence,0,0,1,1,0,0,0,0,0,"['worlds', 'collide', 'eccentric', 'genius', 'fall', 'love', 'strong', 'society', 'beauty']"
No Way Out,0,1,0,0,1,0,0,0,1,"['follow', 'couple', 'live', 'los', 'angeles', 'embroil', 'passionate', 'relationship', 'fuel', 'sex', 'drug', 'risk', 'quickly', 'reach', 'boil', 'point']"
Groundhog Day,1,0,1,0,0,0,0,1,0,"['narcissistic', 'self', 'center', 'weatherman', 'time', 'loop', 'groundhog', 'day', 'day', 'keep', 'repeat', 'get', 'right']"
Le violon rouge,0,0,1,0,0,0,0,0,1,"['red', 'color', 'violin', 'inspire', 'passion', 'make', 'way', 'centuries', 'several', 'owners', 'countries', 'eventually', 'end', 'auction', 'new', 'owner']"
Touch of Evil,0,1,1,0,0,0,0,0,0,"['stark', 'perverse', 'story', 'murder', 'kidnap', 'police', 'corruption', 'mexican', 'border', 'town']"
Hôhokekyo tonari no Yamada-kun,1,0,0,0,0,0,1,0,0,"['life', 'misadventures', 'family', 'contemporary', 'japan']"
The Interview,0,1,1,0,0,0,0,0,1,"['duel', 'suspect', 'murderer', 'detective', 'press', 'people', 'want', 'result', 'whose', 'skin', 'really', 'want']"
The Witches,1,0,0,0,1,0,1,0,0,"['young', 'boy', 'stumble', 'onto', 'witch', 'convention', 'must', 'stop', 'even', 'turn', 'mouse']"
Showdown in Little Tokyo,1,1,0,0,1,0,0,0,0,"['l', 'cop', 'oppose', 'view', 'best', 'way', 'uphold', 'law', 'work', 'together', 'bring', 'yakuza', 'try', 'protect', 'beautiful', 'woman']"
Limit Up,1,0,0,0,0,0,0,1,0,"['casey', 'fall', 'assistant', 'commodity', 'trader', 'peter', 'oak', 'want', 'get', 'license', 'diabolic', 'nike', 'appear', 'promise', 'make', 'successful', 'use', 'supernatural', 'abilities', 'casey', 'hesitantly', 'accept']"
Splash,1,0,0,1,0,0,0,1,0,"['young', 'man', 'reunite', 'mermaid', 'save', 'drown', 'boy', 'fall', 'love', 'know']"
The Crying Game,0,1,1,1,0,0,0,0,0,"['british', 'soldier', 'kidnap', 'ira', 'soon', 'befriend', 'captors', 'become', 'draw', 'soldier', 'world']"
Babylon,1,0,1,0,0,1,0,0,0,"['tale', 'outsized', 'ambition', 'outrageous', 'excess', 'trace', 'rise', 'fall', 'multiple', 'character', 'era', 'unbridle', 'decadence', 'depravity', 'early', 'hollywood']"
Il divo,0,0,1,0,0,1,0,0,0,"['story', 'italian', 'politician', 'giulio', 'andreotti', 'serve', 'prime', 'minister', 'italy', 'time', 'since', 'restoration', 'democracy']"
Home on the Range,1,0,0,0,1,0,1,0,0,"['save', 'farm', 'resident', 'animals', 'go', 'bounty', 'hunt', 'notorious', 'outlaw']"
Cat's Eye,1,0,0,0,1,0,0,0,0,"['cat', 'burgle', 'sisters', 'go', 'police', 'chinese', 'crime', 'syndicate', 'order', 'rescue', 'kidnap', 'father']"
KISS: Keep It Simple Stupid,1,0,0,1,0,0,0,0,0,"['kiss', 'romantic', 'comedy', 'entertainer', 'strangers', 'come', 'together', 'san', 'francisco', 'entire', 'story', 'transpire', 'hours']"
A Stranger Among Us,0,1,1,1,0,0,0,0,0,"['emily', 'tough', 'nypd', 'cop', 'send', 'orthodox', 'jewish', 'community', 'investigate', 'miss', 'person', 'plus', 'miss', 'diamonds', 'solve', 'become', 'murder', 'case', 'join', 'community']"
Mashenka,0,0,1,1,1,0,0,0,0,"['air', 'raid', 'sirens', 'sound', 'moscow', 'young', 'man', 'alyosha', 'fall', 'love', 'telegraph', 'operator', 'call', 'mashenka']"
Lilies - Les feluettes,0,1,1,0,0,0,0,1,0,"['bishop', 'come', 'prison', 'hear', 'confession', 'old', 'friend', 'force', 'watch', 'play', 'perform', 'inmates', 'youth', 'together', 'love', 'betrayal']"
Shakedown,0,0,1,0,0,1,0,0,0,"['shakedown', 'chronicle', 'explicit', 'performances', 'underground', 'lesbian', 'club', 'los', 'angeles', 'story', 'function', 'legend', 'money', 'myth', 'material', 'cumulatively', 'question', 'arise', 'diagram', 'aft']"
Das Goebbels-Experiment,0,0,0,0,0,1,0,0,0,"['archival', 'footage', 'dramatic', 'read', 'personal', 'write', 'life', 'nazi', 'germanys', 'propaganda', 'minister', 'josef', 'goebbels', 'examine']"
Crimes of Passion,0,0,1,1,0,0,0,0,1,"['mysterious', 'woman', 'fashion', 'designer', 'day', 'prostitute', 'night', 'hound', 'men', 'marry', 'father', 'children', 'sexually', 'repress', 'preacher']"
Forever Young,1,0,0,0,0,0,0,0,0,"['interconnect', 'stories', 'group', 'adults', 'trouble', 'accept', 'age', 'persist', 'act', 'young', 'people']"
Bigfoot,0,0,0,0,0,0,0,1,1,"['bigfoot', 'kidnap', 'women', 'bikers', 'decide', 'go', 'rescue', 'mission', 'save']"
Utu,0,0,1,0,1,1,0,0,0,"['maori', 'warrior', 'work', 'british', 'village', 'massacre', 'vow', 'revenge']"
Fallen,0,0,1,1,0,0,0,1,0,"['young', 'girl', 'reform', 'school', 'therapy', 'since', 'blame', 'death', 'young', 'boy', 'school', 'draw', 'fellow', 'student', 'unaware', 'angel', 'love', 'thousands', 'years']"
The Game Plan,1,0,0,0,0,0,1,0,0,"['nfl', 'quarterback', 'live', 'bachelor', 'lifestyle', 'discover', 'year', 'old', 'daughter', 'previous', 'relationship']"
Field of Dreams,0,0,1,0,0,0,1,1,0,"['iowa', 'farmer', 'ray', 'kinsella', 'inspire', 'voice', 'cant', 'ignore', 'pursue', 'dream', 'hardly', 'believe', 'support', 'wife', 'ray', 'begin', 'quest', 'turn', 'ordinary', 'cornfield', 'place', 'dream', 'come', 'true']"
The Wolves of Willoughby Chase,0,0,1,0,1,0,1,0,0,"['willoughby', 'chase', 'grand', 'remote', 'home', 'sir', 'willoughby', 'lady', 'green', 'daughter', 'bonnie']"
Helen of Troy,0,0,1,0,1,1,0,0,0,"['iliads', 'story', 'trojan', 'war', 'tell', 'trojan', 'viewpoint']"
Sabrina,1,0,1,1,0,0,0,0,0,"['playboy', 'become', 'interest', 'daughter', 'familys', 'chauffeur', 'serious', 'brother', 'would', 'better', 'man']"
Reminiscence,0,0,0,1,0,0,0,1,1,"['nick', 'bannister', 'private', 'investigator', 'mind', 'navigate', 'allure', 'world', 'past', 'life', 'change', 'new', 'client', 'mae', 'simple', 'case', 'become', 'obsession', 'disappear', 'fight', 'learn', 'truth']"
Life of Pi,0,0,1,0,1,0,0,1,0,"['young', 'man', 'survive', 'disaster', 'sea', 'hurtle', 'epic', 'journey', 'adventure', 'discovery', 'cast', 'away', 'form', 'unexpected', 'connection', 'another', 'survivor', 'fearsome', 'bengal', 'tiger']"
The Villain,0,0,0,0,1,0,0,0,1,"['interest', 'adaption', 'relationship', 'analogy', 'iconic', 'character', 'ram', 'ravan', 'set', 'present', 'day', 'world']"
The Yakuza,0,1,1,0,1,0,0,0,0,"['american', 'private', 'eye', 'harry', 'kilmer', 'return', 'japan', 'rescue', 'friends', 'kidnap', 'daughter', 'clutch', 'yakuza']"
If These Walls Could Talk #2 the Stage Play,0,0,0,0,0,0,1,0,0,"['well', 'wall', 'family', 'back', 'many', 'things', 'take', 'place', 'since', 'last', 'gather', 'mother', 'mabel', 'gang', 'time', 'around']"
Coup de tête,1,0,1,0,0,0,0,0,0,"['miserable', 'football', 'player', 'become', 'town', 'hero', 'bring', 'victory', 'extremely', 'important', 'game', 'use', 'fame', 'revenge', 'team', 'star', 'previous', 'mockeries']"
The Legend of the 7 Golden Vampires,0,0,0,0,1,0,0,0,1,"['lecture', 'china', 'van', 'helsing', 'agree', 'help', 'kung', 'fu', 'train', 'siblings', 'reclaim', 'ancestral', 'mountain', 'village', 'domain', 'powerful', 'vampires', 'army', 'undead', 'slave']"
Three Colors: Red,0,0,1,1,0,0,0,0,1,"['model', 'discover', 'retire', 'judge', 'keen', 'invade', 'people', 'privacy']"
The Glass Key,0,1,1,0,0,0,0,0,0,"['crook', 'politician', 'accuse', 'murder', 'gangster', 'refuse', 'help', 'election', 'campaign']"
Percy's Progress,1,0,0,0,0,0,0,0,0,"['percy', 'man', 'worlds', 'first', 'penis', 'transplant', 'discover', 'chemical', 'citys', 'water', 'make', 'men', 'impotent']"
Sharaku,0,0,1,0,0,1,0,0,0,"['cripple', 'kabuki', 'player', 'take', 'stroll', 'company', 'itinerant', 'actors', 'influential', 'publisher', 'notice', 'honest', 'bold', 'draw', 'nurture', 'despite', 'persecution', 'betrayal', 'film', 'explore', 'eternal', 'relations']"
A Kid for Two Farthings,1,0,1,0,0,0,1,0,0,"['lower', 'class', 'london', 'community', 'small', 'shop', 'open', 'air', 'vendors', 'flea', 'marketers', 'joe', 'small', 'boy', 'live', 'mother', 'joanne', 'work', 'room', 'kandinsky', 'tailor', 'shop', 'joe', 'innocently', 'earnestly', 'determ']"
The Fountain,0,0,1,1,0,0,0,0,1,"['modern', 'day', 'scientist', 'tommy', 'struggle', 'mortality', 'desperately', 'search', 'medical', 'breakthrough', 'save', 'life', 'cancer', 'stricken', 'wife', 'izzi']"
St. Elmo's Fire,0,0,1,1,0,0,0,0,0,"['group', 'friends', 'college', 'struggle', 'adulthood']"
Big Jim McLain,0,1,1,0,0,1,0,0,0,"['post', 'war', 'hawaii', 'house', 'un', 'american', 'activities', 'committee', 'investigators', 'jim', 'mclain', 'mal', 'baxter', 'hunt', 'communists']"
Taking Lives,0,1,0,0,0,0,0,0,1,"['fbi', 'profiler', 'call', 'french', 'canadian', 'police', 'catch', 'serial', 'killer', 'take', 'identity', 'new', 'victim']"
Major Payne,1,0,0,0,1,0,1,0,0,"['recently', 'discharge', 'major', 'command', 'group', 'mismatch', 'cadets']"
Heatwave,0,0,0,0,0,0,0,0,1,"['claire', 'ambitious', 'young', 'woman', 'start', 'work', 'successful', 'rich', 'businessman', 'unknowingly', 'get', 'involve', 'affair', 'wife']"
To Catch a Thief,0,0,0,1,0,0,0,0,1,"['retire', 'jewel', 'thief', 'set', 'prove', 'innocence', 'suspect', 'return', 'former', 'occupation']"
