Name,Comedy,Crime,Drama,Romance,Action and Adventure,Documentary and History,Family and Animation,Fantasy and Sci-Fi,Horror and Thriller,Description Tokenized
Strapped for Danger,1,0,0,0,0,0,0,0,0,"['three', 'male', 'stripper', 'pull', 'heist', 'find', 'tracked', 'homophobic', 'cop', 'hiding', 'frat', 'house', 'three', 'anti', 'hero', 'find', 'getting', 'trouble', 'trying', 'escape', 'gay', 'male frontal nudity', 'male nudity', 'male rear nudity', 'stripper']"
Father Hood,1,1,0,0,1,0,0,0,0,"['adventure', 'deadbeat', 'dad', 'kidnaps', 'kid', 'bus', 'based', 'true', 'life', 'story', 'experience', 'michael', 'j', 'hardy', 'child abuse', 'sibling relationship', 'emotional abuse', 'change of heart', ""tears running down someone's face""]"
Needful Things,0,1,1,0,0,0,0,1,0,"['mysterious', 'new', 'shop', 'open', 'small', 'town', 'always', 'seems', 'stock', 'deepest', 'desire', 'shopper', 'price', 'far', 'heavier', 'expected', 'manipulation', 'occult', 'antique shop', 'based on book', 'based on novel']"
Only the Strong Survive,0,0,0,0,0,1,0,0,0,"['film', 'featuring', 'veteran', 'soul', 'music', 'artist', 'music', 'stax', 'record', 'soul music', 'live in concert recording', 'concert film', 'african american']"
Kalifornia,0,1,1,0,0,0,0,0,1,"['journalist', 'duo', 'go', 'tour', 'serial', 'killer', 'murder', 'site', 'two', 'companion', 'unaware', 'one', 'serial', 'killer', 'serial killer', 'journalist', 'brutality', 'black comedy', 'corpse']"
And the Band Played On,0,0,1,0,0,1,0,0,0,"['story', 'discovery', 'aid', 'epidemic', 'political', 'infighting', 'scientific', 'community', 'hampering', 'early', 'fight', 'reference to norman rockwell', 'based on real person', 'gay rights activist', 'ends with historical notes', 'song in title']"
Airborne,0,1,0,0,1,0,0,0,0,"['aftermath', 'deadly', 'virus', 'left', 'million', 'dead', 'young', 'man', 'look', 'find', 'place', 'world', 'forever', 'changed', 'virus', 'dystopia', 'post apocalypse', 'faith based']"
Star,0,0,1,1,0,0,0,0,0,"['vietnam', 'crystal', 'wyatt', 'meet', 'returning', 'soldier', 'spencer', 'hill', 'although', 'young', 'drawn', 'together', 'find', 'lot', 'common', 'spencer', 'visit', 'fleeting', 'although', 'leaf', 'crystal', 'still', 'think', 'dead boy', 'based on novel']"
The Program,0,0,1,1,1,0,0,0,0,"['several', 'player', 'different', 'background', 'try', 'cope', 'pressure', 'playing', 'football', 'major', 'university', 'deal', 'pressure', 'differently', 'turn', 'drinking', 'others', 'drug', 'studying', 'college football', 'durham north carolina', 'sports team', 'football team', 'college sports']"
Cool Runnings: The Reggae Movie,0,0,0,0,0,1,0,0,0,"['reggae', 'legend', 'jam', 'jamaican', 'beat', 'classic', 'film', 'reggae', 'sunsplash', 'held', 'montego', 'bay', 'festival', 'showcase', 'finest', 'reggae', 'dub', 'ska', 'festival']"
For Love or Money,1,0,0,0,0,0,0,0,0,"['tina', 'seems', 'booming', 'business', 'lot', 'money', 'great', 'man', 'russell', 'love', 'surprised', 'nominated', 'mocha', 'magazine', 'woman', 'year', 'one', 'false', 'move', 'shady', 'account', 'money']"
Short Cuts,1,0,1,0,0,0,0,0,0,"['day', 'day', 'life', 'several', 'suburban', 'los', 'angeles', 'resident', 'waitress', 'destruction of property', 'marriage crisis', 'cheating husband', 'redheaded woman']"
The Beverly Hillbillies,1,0,0,0,0,0,1,0,0,"['nice', 'guy', 'redneck', 'jed', 'clampett', 'strike', 'rich', 'find', 'black', 'oil', 'kin', 'move', 'posh', 'beverly', 'hill', 'fish out of water', 'slimehouse', 'rags to riches', 'redneck', 'con artist']"
Mr. Nanny,1,0,0,0,1,0,1,0,0,"['former', 'professional', 'wrestler', 'hired', 'bodyguard', 'nanny', 'couple', 'bratty', 'kid', 'whose', 'inventor', 'father', 'stalked', 'rival', 'slimehouse', 'bodyguard', 'wrestler', 'nanny', 'child']"
Fearless,1,0,0,0,0,0,1,0,0,"['teen', 'gamer', 'forced', 'level', 'full', 'time', 'babysitter', 'favorite', 'video', 'game', 'drop', 'three', 'superpowered', 'infant', 'space', 'backyard', 'video', 'video game', 'superhero', '3d', '3 dimensional']"
Judgment Night,0,1,1,0,1,0,0,0,0,"['four', 'young', 'friend', 'taking', 'shortcut', 'en', 'route', 'local', 'boxing', 'match', 'witness', 'brutal', 'murder', 'leaf', 'running', 'life', 'manhunt', 'murder', 'suspense', 'timeframe 1990s', 'boxing']"
Rudy,0,0,1,0,0,1,0,0,0,"['rudy', 'always', 'told', 'small', 'play', 'college', 'football', 'determined', 'overcome', 'odds', 'fulfill', 'dream', 'playing', 'notre', 'dame', 'motivation', 'american football player', 'montage', 'applause', '1970s']"
Ruby Cairo,0,0,0,0,0,0,0,0,1,"['businessman', 'husband', 'dy', 'suspiciously', 'mexican', 'plane', 'crash', 'widow', 'begin', 'investigate', 'labyrinthine', 'financial', 'dealing', 'legal', 'shower', 'female nudity', 'sex scene', 'disney', 'paramount']"
Twenty Bucks,1,0,1,0,0,0,0,0,0,"['story', 'life', 'twenty', 'dollar', 'bill', 'weave', 'various', 'life', 'several', 'people', 'buttock', 'female rear nudity', 'writer', 'stripper', 'twenty dollar bill']"
Fatal Instinct,0,0,0,0,1,0,0,0,0,"['police', 'detective', 'follows', 'trail', 'evidence', 'eventually', 'seems', 'lead', 'trusted', 'partner', 'ex', 'con', 'brother', 'helped', 'put', 'prison', 'year', 'ago', 'brother']"
The Last Outlaw,0,0,0,0,1,0,0,0,0,"['johnny', 'ringo', 'team', 'nemesis', 'bat', 'masterson', 'order', 'stop', 'counterfeit', 'ringo', 'committing', 'crime', 'name', 'johnny ringo', 'bat masterson', 'reference to tombstone arizona', 'reference to arizona', 'arizona']"
Look Who's Talking Now,1,0,0,1,0,0,1,0,0,"['dog', 'talk', 'family', 'mom', 'loses', 'job', 'day', 'dad', 'get', 'job', 'pilot', 'cute', 'single', 'bos', 'third in trilogy', 'last of series', '1990s', 'third part', 'repeat sequel']"
Carlito's Way: Rise to Power,0,1,1,0,1,0,0,0,0,"['late', 'carlito', 'brigante', 'hernandez', 'emerges', 'heroin', 'czar', 'harlem', 'sex in bed', 'panty', 'woman in jeopardy', 'leg spreading', 'lust']"
Ernest Rides Again,1,0,0,0,0,0,1,0,0,"['buffoonish', 'ernest', 'dimwitted', 'pal', 'abner', 'unearth', 'huge', 'cannon', 'reputed', 'contain', 'crown', 'jewel', 'england', 'ernest p. worrell character', 'slimehouse', 'reference to nefertiti', 'reference to indiana jones', 'crown jewels']"
Ed and His Dead Mother,1,0,0,0,0,0,0,0,1,"['mourning', 'son', 'make', 'deal', 'reanimate', 'one', 'year', 'dead', 'mother', 'however', 'thing', 'turn', 'unexpected', 'direction', 'female rear nudity', 'female nudity', 'dog', 'zombie', 'based on ed gein']"
Dangerous Game: The Legacy Murders,0,0,0,0,0,0,0,0,1,"['family', 'reunion', 'remote', 'mansion', 'take', 'lethal', 'turn', 'trapped', 'inside', 'forced', 'play', 'deadly', 'survival', 'game', 'one', 'make', 'alive', 'suspense mystery', 'death game', 'trapped', 'isolated house', 'mansion']"
Total Eclipse,0,0,1,1,0,1,0,0,0,"['young', 'wild', 'poet', 'arthur', 'rimbaud', 'mentor', 'paul', 'verlaine', 'engage', 'fierce', 'forbidden', 'romance', 'feeling', 'effect', 'hellish', 'artistic', 'lifestyle', '1870s', 'poet', 'pregnant wife', 'absinthe', 'gay']"
A Dangerous Woman,0,0,1,1,0,0,0,0,0,"['commissioner', 'remote', 'outpost', 'africa', 'mistress', 'sexy', 'seductive', 'made', 'several', 'local', 'white', 'men', 'kill', 'learns', 'commissioner', 'brother', 'coming', 'outpost', 'desperation', 'retribution', 'femme fatale', 'misery', 'frustration']"
Six Degrees of Separation from Lilia Cuntapay,1,0,1,0,0,0,0,0,0,"['professional', 'horror', 'movie', 'extra', 'prepares', 'first', 'ever', 'acting', 'award', 'nomination', 'acting', 'f rated', 'spoof title', 'character name in title']"
Sister Act 2: Back in the Habit,1,0,0,0,0,0,1,0,0,"['showgirl', 'deloris', 'van', 'cartier', 'return', 'sister', 'mary', 'clarence', 'teach', 'music', 'group', 'catholic', 'student', 'whose', 'run', 'school', 'slated', 'closure', 'nun', 'unruly child', 'part two', 'las vegas nevada', 'reference to clarence thomas']"
Attack of the 50 Foot Woman,0,0,0,0,0,0,0,1,1,"['abused', 'socialite', 'grows', 'giant', 'size', 'alien', 'encounter', 'aborted', 'murder', 'attempt', 'go', 'cheating', 'husband', 'revenge', 'mind', 'b movie', 'mistress', 'diamond', 'necklace', 'spaceship']"
Tombstone,0,0,1,0,0,1,0,0,0,"['successful', 'lawman', 'plan', 'retire', 'anonymously', 'tombstone', 'arizona', 'disrupted', 'kind', 'outlaw', 'famous', 'eliminating', 'wyatt earp character', 'two gun holster', 'double gun holster', 'tucson arizona', 'benson arizona']"
Aankhen,0,1,1,0,0,0,0,0,1,"['temperamental', 'man', 'unceremoniously', 'stripped', 'duty', 'bank', 'manager', 'decides', 'seek', 'revenge', 'robbing', 'bank', 'train', 'three', 'blind', 'men', 'risky', 'task', 'blind man', 'child hostage', 'bank', 'revenge', 'training']"
Acting on Impulse,1,0,0,0,0,0,0,0,1,"['aggressive', 'actress', 'susan', 'star', 'many', 'erotic', 'thriller', 'feel', 'stalked', 'fan', 'fight', 'producer', 'one', 'week', 'long', 'pause', 'shooting', 'movie', 'retires', 'hotel', 'unknowing', 'produ', 'actress', 'filmmaker', 'detective', 'murder', 'slasher']"
Bad Behaviour,1,0,1,0,0,0,0,0,0,"['film', 'dark', 'comedy', 'lucy', 'connelly', 'former', 'child', 'actress', 'seek', 'enlightenment', 'retreat', 'led', 'spiritual', 'leader', 'elon', 'whishaw', 'also', 'navigates', 'close', 'yet', 'turbulent', 'relationship', 'stunt', 'perfo', 'dark comedy']"
Bhaji on the Beach,1,0,1,0,1,0,0,0,0,"['group', 'woman', 'indian', 'descent', 'take', 'trip', 'together', 'home', 'birmingham', 'england', 'beach', 'resort', 'blackpool', 'event', 'day', 'lead', 'better', 'mutual', 'understanding', 'solidarity', 'england', 'f rated', 'generation gap', 'seaside', 'tradition versus modernity']"
Rasputin: The Mad Monk,0,0,1,0,0,1,0,0,1,"['thrown', 'monastery', 'licentious', 'drunken', 'behaviour', 'rasputin', 'travel', 'st', 'petersburg', 'try', 'luck', 'dalliance', 'one', 'czarina', 'lady', 'waiting', 'soon', 'gain', 'influence', 'court', 'power', 'character name as title', 'grigori rasputin character', 'four word title', 'psychotronic film', 'child in jeopardy']"
Crime Story,0,1,1,0,0,0,0,0,1,"['old', 'man', 'suffering', 'cancer', 'seek', 'revenge', 'thief', 'destroyed', 'life', 'revenge']"
Darkness Falling,0,0,1,0,0,0,0,0,1,"['lawyer', 'investigates', 'puzzling', 'suicide', 'twin', 'sister', 'discovering', 'sister', 'involvement', 'kinky', 'sex', 'mysterious', 'lover', 'shower', 'masturbation', 'falling from height', 'one actress for twin sisters', 'female nudity']"
Cronos,0,0,1,0,0,0,0,1,1,"['mysterious', 'device', 'designed', 'provide', 'owner', 'eternal', 'life', 'resurfaces', 'four', 'hundred', 'year', 'leaving', 'trail', 'destruction', 'path', 'mexican horror', 'immortality', 'psychotronic film', 'letter writing', 'year 1996']"
The Next 365 Days,0,0,1,1,0,0,0,0,0,"['laura', 'massimo', 'relationship', 'hang', 'balance', 'try', 'overcome', 'trust', 'issue', 'jealousy', 'tenacious', 'nacho', 'work', 'push', 'apart', 'simulated blowjob', 'cheating wife', 'fantasizing about someone else during sex', 'simulated sex', 'private sex party']"
Desperate Remedies,1,0,1,0,0,0,0,0,0,"['town', 'called', 'hope', 'edge', 'britain', 'empire', 'desperation', 'clash', 'beautiful', 'dorothea', 'brook', 'desperate', 'free', 'pregnant', 'sister', 'rose', 'clutch', 'fraser', 'fortune', 'hunter', 'local', 'politician', 'william', 'poyne', 'male pubic hair', 'two word title', 'shower', 'shared shower', 'group shower']"
The Escort,1,0,1,1,0,0,0,0,0,"['desperate', 'good', 'story', 'sex', 'addicted', 'journalist', 'throw', 'world', 'high', 'class', 'escort', 'start', 'following', 'stanford', 'educated', 'prostitute', 'journalist', 'los angeles california', 'journalist working on a story', 'call girl', 'female escort']"
Gardish,0,1,1,0,1,0,0,0,0,"['soon', 'police', 'officer', 'take', 'path', 'crime', 'father', 'get', 'attacked', 'hoodlum', 'man wears eyeglasses', 'tragic event', 'police station', 'protection money', 'fight']"
Gojira vs. Mekagojira,0,0,1,0,1,0,0,0,0,"['united', 'nation', 'assembles', 'ultimate', 'weapon', 'defeat', 'godzilla', 'scientist', 'discover', 'fresh', 'pteranodon', 'egg', 'remote', 'japanese', 'island', 'godzilla', 'extrasensory perception', 'psychotronic film', 'godzilla character', 'mechagodzilla character']"
Il grande cocomero,0,0,1,0,0,0,1,0,0,"['epileptic', 'year', 'old', 'girl', 'pippi', 'hospitalized', 'psychiatric', 'ward', 'instead', 'neurological', 'ward', 'due', 'administration', 'error', 'mistake', 'begin', 'difficult', 'journey', 'towards', 'cured', 'medical', 'epilepsy', 'doctor patient relationship', 'doctor', 'italy']"
The Long Riders,0,1,0,0,1,1,0,0,0,"['origin', 'exploit', 'ultimate', 'fate', 'jesse', 'james', 'gang', 'told', 'sympathetic', 'portrayal', 'bank', 'robber', 'made', 'brother', 'begin', 'legendary', 'bank', 'raid', 'revenge', 'bank robber', 'post american civil war', 'nudity', 'train robber', 'pinkerton detective']"
Hercules Returns,1,0,0,0,0,0,0,0,0,"['brad', 'quits', 'job', 'large', 'cinema', 'chain', 'open', 'picture', 'theatre', 'ex', 'bos', 'sabotage', 'opening', 'night', 'switching', 'italian', 'film', 'non', 'subtitled', 'version', 'brad', 'team', 'hilariously', 'improvise', 'dial', 'greek mythology', 'zeus the greek deity', 'satire comedy', 'wrestling', 'kissing while having sex']"
The Hour of the Pig,0,1,1,0,0,0,0,0,1,"['medieval', 'france', 'young', 'lawyer', 'richard', 'courtois', 'leaf', 'paris', 'simpler', 'life', 'country', 'however', 'soon', 'drawn', 'amorous', 'political', 'intrigue', 'time', 'pushed', 'defend', 'pig', 'owned', 'myste', 'period drama', 'trial', 'gypsy', 'medieval times', 'big breasts']"
Joshua Tree,0,1,0,0,1,0,0,0,0,"['framed', 'prison', 'escapee', 'unknowingly', 'kidnaps', 'female', 'cop', 'en', 'route', 'rendezvous', 'corrupt', 'cop', 'put', 'behind', 'bar', 'hostage', 'chase', 'sheriff', 'revenge', 'goreshed']"
Kung-fu master!,0,0,1,1,0,0,0,0,0,"['mary', 'jane', 'lonely', 'mother', 'forty', 'get', 'absorbed', 'sentimental', 'affair', 'year', 'old', 'boy', 'older woman teenage boy relationship', 'coming of age', 'forbidden love', 'age difference', 'male female relationship']"
Kanehsatake: 270 Years of Resistance,0,0,0,0,0,1,0,0,0,"['film', 'account', 'military', 'siege', 'native', 'american', 'reserve', 'near', 'oka', 'quebec', 'canada', 'cause', 'title directed by female', 'title written by female', 'mohawk tribe', 'native canadian', 'golf course']"
The Little Death,0,1,1,0,0,0,0,0,1,"['photographer', 'obsessed', 'man', 'beautiful', 'wife', 'kill', 'jealous', 'husband', 'self', 'defense', 'deceased', 'man', 'musician', 'son', 'soon', 'drawn', 'sexy', 'stepmother', 'scheming', 'collect', 'entire', 'estate', 'sex scene', 'lust', 'sex in a hot tub', 'woman murders lover', 'conspiracy']"
Map of the Human Heart,0,0,1,1,1,0,0,0,0,"['arctic', 'avik', 'tell', 'story', 'starting', 'mapmaker', 'fly', 'avik', 'preteen', 'eskimo', 'boy', 'tb', 'hospital', 'montreal', 'meet', 'albertine', 'meet', 'avik', 'join', 'wwii', 'uk', 'woman wears suspenders', 'snow adventure', '30 year time span', 'year 1965', 'year 1931']"
Loaded Weapon 1,1,1,0,0,1,0,0,0,0,"['spoof', 'arma', 'mort', 'fera', 'movie', 'tv', 'commercial', 'etc', 'unlike', 'la', 'cop', 'investigate', 'cocaine', 'girl', 'scout', 'cooky', 'case', 'scotty character', 'ariel character', 'time bomb', 'man wears a wig', 'murder of a police officer']"
Naked in New York,1,0,0,1,0,0,0,0,0,"['jake', 'meet', 'joanne', 'college', 'theater', 'writing', 'play', 'photography', 'move', 'together', 'etc', 'meet', 'elliot', 'owner', 'big', 'gallery', 'work', 'thing', 'change', 'best friend', 'male pubic hair', 'gay kiss', 'jew', 'jewish']"
Jûbê ninpûchô,0,0,0,0,1,0,1,0,0,"['vagabond', 'swordsman', 'aided', 'kunoichi', 'spy', 'battling', 'demonic', 'clan', 'killer', 'led', 'ghost', 'past', 'bent', 'overthrowing', 'tokugawa', 'shogunate', 'death of a companion', 'female ninja', 'death by sword', 'poisoning', 'supernatural power']"
Oglinda,0,0,1,0,0,1,0,0,0,"['focused', 'around', 'august', 'rd', 'coup', 'marshal', 'antonescu', 'movie', 'also', 'tackle', 'topic', 'era', 'iron', 'guard', 'rebellion', 'execution', 'political', 'leader', 'communist', 'antonescu', '1940s', 'world war two', 'romania']"
Philadelphia Experiment II,0,0,0,0,1,0,0,1,0,"['sci', 'fi', 'thriller', 'philadelphia', 'experiment', 'sole', 'survivor', 'wartime', 'experiment', 'catapulted', 'year', 'future', 'must', 'race', 'save', 'world', 'know', 'year', 'later', 'the future', 'experiment', 'city name in title', 'numbered sequel', 'second part']"
Red Rock West,0,1,1,0,0,0,0,0,1,"['upon', 'arriving', 'small', 'town', 'drifter', 'mistaken', 'hitman', 'real', 'hitman', 'arrives', 'complication', 'ensue', 'neo noir', 'vietnam war veteran', 'hitman', 'texan', 'wyoming']"
Raining Stones,1,0,1,0,0,0,0,0,0,"['ken', 'loach', 'film', 'tell', 'story', 'man', 'devoted', 'family', 'religion', 'proud', 'though', 'poor', 'bob', 'want', 'little', 'girl', 'beautiful', 'costly', 'brand', 'new', 'dress', 'first', 'communion', 'stubbornness', 'dete', 'covered in faeces', 'class warfare', 'class society', 'dignity', 'wedding']"
Romeo Is Bleeding,0,0,1,0,0,1,0,0,0,"['donte', 'clark', 'poetic', 'voice', 'honed', 'violent', 'street', 'corner', 'struggling', 'city', 'yet', 'rather', 'succumb', 'pressure', 'richmond', 'ca', 'clark', 'us', 'artistic', 'perspective', 'help', 'save', 'city', 'artist']"
"Night of the Day of the Dawn of the Son of the Bride of the Return of the Revenge of the Terror of the Attack of the Evil, Mutant, Hellbound, Flesh-Eating Subhumanoid Zombified Living Dead, Part 3",1,0,0,0,0,0,0,0,1,"['film', 'maker', 'take', 'movie', 'brain', 'die', 'wiped', 'audio', 'clean', 'dubbed', 'new', 'comedic', 'soundtrack', 'long title', 'part of series', 'parody comedy', 'comma in title', 'punctuation in title']"
Mùi du du xanh,0,0,1,1,0,0,0,0,0,"['vietnamese', 'servant', 'girl', 'mui', 'observes', 'life', 'within', 'two', 'different', 'saigon', 'family', 'first', 'woman', 'textile', 'seller', 'three', 'boy', 'frequently', 'absent', 'husband', 'second', 'handsome', 'young', 'pianist', 'fianc', 'e', 'animal abuse', 'insect cage', 'polishing a shoe', 'sadness', ""talking in one's sleep""]"
Sonatine,1,1,0,0,1,0,0,0,0,"['several', 'yakuza', 'tokyo', 'sent', 'okinawa', 'help', 'end', 'gang', 'war', 'war', 'escalates', 'tokyo', 'drifter', 'decide', 'lay', 'low', 'beach', 'yakuza', 'gun', 'gunfight', 'shooting lesson', '1990s']"
Slaughter of the Innocents,0,1,0,0,0,0,0,0,1,"['seasoned', 'f', 'b', 'agent', 'child', 'genius', 'son', 'assist', 'catching', 'child', 'killer', 'schizophrenic', 'mohab', 'nut', 'belief', 'chosen', 'god', 'new', 'noah', 'child prodigy', 'soda', 'pizzeria', 'neo noir', 'motorcycle']"
Stalingrad,0,0,1,0,1,0,0,0,0,"['story', 'follows', 'group', 'german', 'soldier', 'italian', 'r', 'r', 'summer', 'frozen', 'steppe', 'soviet', 'russia', 'ending', 'battle', 'stalingrad', 'machine gun', 'firearm', 'freeze', 'nco', 'cold']"
Fresa y chocolate,1,0,1,1,0,0,0,0,0,"['oscar', 'nominated', 'film', 'story', 'two', 'men', 'opposite', 'one', 'gay', 'straight', 'one', 'fierce', 'communist', 'fierce', 'individualist', 'one', 'suspicious', 'accepting', 'come', 'love', 'loyalty', 'timeframe 1970s', 'communist', 'friendship', 'gay']"
Tukabseu,1,0,0,0,1,0,0,0,0,"['easy', 'going', 'corrupt', 'detective', 'partnered', 'younger', 'book', 'detective', 'two', 'try', 'influence', 'becoming', 'like', 'must', 'cooperate', 'faced', 'strange', 'case', 'detective']"
Geu seome gago shibda,0,0,1,0,0,0,0,1,0,"['moon', 'chae', 'ku', 'friend', 'kim', 'chul', 'try', 'bring', 'body', 'moon', 'father', 'back', 'native', 'kwisong', 'island', 'burial', 'ferry', 'intercepted', 'resentful', 'islander', 'let', 'boat', 'dock', 'father', 'po', 'childhood', 'ambition', 'dream', 'anti communist', 'based on novel']"
Trauma,0,0,1,0,1,0,0,0,1,"['four', 'friend', 'partying', 'house', 'middle', 'nowhere', 'brutally', 'attacked', 'man', 'son', 'forcing', 'remaining', 'woman', 'take', 'vengeance', 'upon', 'abduction', 'sexual violence', 'rape', 'forced incest', 'political torture']"
Two Small Bodies,0,1,1,1,0,0,0,0,0,"['eileen', 'maloney', 'hostess', 'strip', 'joint', 'woken', 'find', 'two', 'child', 'missing', 'lieutenant', 'bramm', 'suspect', 'killed', 'question', 'day', 'lifestyle', 'child', 'ex', 'husband', 'two hander', 'minimal cast', 'f rated', 'dialogue driven', 'psycho sexual']"
The Untold Story,1,0,1,0,0,0,0,0,0,"['edward', 'forester', 'career', 'personal', 'life', 'hit', 'rock', 'bottom', 'spirit', 'handsome', 'bachelor', 'move', 'tiny', 'apartment', 'must', 'start', 'apartment']"
The War Room,0,0,0,0,0,1,0,0,0,"['documentary', 'bill', 'clinton', 'presidential', 'campaign', 'organization', 'ran', 'primary election', 'on the road', 'politics documentary', 'timeframe 1990s', 'year 1992']"
Les visiteurs,1,0,0,0,0,0,0,1,0,"['medieval', 'knight', 'servant', 'ask', 'familiar', 'wizard', 'move', 'back', 'time', 'prevent', 'father', 'law', 'accidentally', 'killing', 'instead', 'fly', 'away', 'th', 'century', 'time travel', 'year 1123', '20th century', '1120s', '11th century']"
The Young Americans,0,1,1,0,0,0,0,0,0,"['experienced', 'new', 'york', 'police', 'detective', 'john', 'harris', 'sent', 'london', 'help', 'local', 'task', 'force', 'investigate', 'series', 'gangster', 'killing', 'organized', 'new', 'player', 'town', 'american', 'harris', 'us', 'teen', 'wronged', 'gangster', 'ge', 'male wears an earring', 'male police officer', 'police officer', 'american cop abroad', 'police']"
It's a Wonderful World,1,1,0,0,0,0,0,0,1,"['tycoon', 'ernest', 'truex', 'accused', 'murder', 'private', 'eye', 'james', 'stewart', 'tracking', 'find', 'roped', 'accessory', 'attempt', 'evade', 'police', 'kidnapping', 'poetess', 'claudette', 'colbert', 'along', 'way', 'private detective', 'heir', 'newspaper headline', 'breach of promise suit', 'held at gunpoint']"
Valentino,0,0,1,0,0,1,0,0,0,"['tragic', 'untimely', 'death', 'silent', 'screen', 'actor', 'caused', 'female', 'moviegoer', 'riot', 'street', 'case', 'commit', 'suicide', 'male frontal nudity', 'unconsciousness', 'little boy', 'funeral wreath', 'dead body']"
Three Came Home,0,0,1,0,1,0,0,0,0,"['word', 'war', 'ii', 'american', 'author', 'agnes', 'newton', 'keith', 'imprisoned', 'japanese', 'various', 'pow', 'camp', 'north', 'borneo', 'sarawak', 'planting', 'goodbye', 'rice', 'women in prison', 'timeframe 1940s']"
Chisum,0,0,0,0,1,1,0,0,0,"['cattle', 'baron', 'john', 'chisum', 'join', 'force', 'billy', 'kid', 'pat', 'garrett', 'fight', 'lincoln', 'county', 'land', 'war', 'firearm', 'revolver', 'shootout', 'evil man', 'good man']"
Career Opportunities,1,0,0,1,0,0,0,0,0,"['jim', 'dorky', 'son', 'local', 'cement', 'contractor', 'life', 'home', 'direction', 'josie', 'gorgeous', 'daughter', 'wealthy', 'businessman', 'dream', 'leaving', 'town', 'find', 'lot', 'common', 'locked in a store', 'liar', 'coming of age', 'flirting', 'fired from a job']"
The Hills Have Eyes,0,0,0,0,0,0,0,0,1,"['traveling', 'family', 'fall', 'victim', 'group', 'mutated', 'cannibal', 'desert', 'far', 'away', 'civilization', 'rape', 'graphic violence', 'bloody violence', 'rape and revenge', 'horror movie remake']"
Ice Station Zebra,0,0,0,0,1,0,0,0,1,"['usn', 'nuclear', 'sub', 'us', 'tigerfish', 'must', 'rush', 'north', 'pole', 'rescue', 'staff', 'drift', 'ice', 'station', 'zebra', 'weather', 'station', 'north pole', 'submarine', 'espionage', 'cold air', 'cold the temperature']"
X the Unknown,0,0,0,0,0,0,0,1,1,"['radioactive', 'mud', 'like', 'creature', 'terrorizes', 'scottish', 'village', 'liquor still', 'kiss', 'residue', 'fissure', 'hand cranked']"
Dunkirk,0,0,1,0,1,1,0,0,0,"['allied', 'soldier', 'belgium', 'british', 'commonwealth', 'empire', 'france', 'surrounded', 'german', 'army', 'evacuated', 'fierce', 'battle', 'world', 'war', 'ii', 'world war two', '1940s', 'soldier', 'beach', 'evacuation']"
"Oro, Plata, Mata",0,0,1,0,1,0,0,0,0,"['two', 'affluent', 'family', 'struggle', 'learn', 'survive', 'japanese', 'occupation', 'philippine', 'violence', 'male frontal nudity', 'hideout', 'gossip', 'loyalty']"
The Birth of a Nation: Behind the Scenes Documentary,0,0,0,0,0,1,0,0,0,"['remarkable', 'journey', 'experience', 'life', 'time', 'actor', 'point', 'view', 'nate', 'parker', 'display', 'passion', 'sacrifice', 'took', 'make', 'sundance', 'award', 'winning', 'film', 'birth', 'nation', 'journey']"
Pane e cioccolata,1,0,1,0,0,0,0,0,0,"['italian', 'immigrant', 'nino', 'steadfastly', 'try', 'become', 'member', 'swiss', 'society', 'matter', 'awful', 'situation', 'becomes', 'immigration', 'expatriate', 'satire comedy', 'italian', 'waiter']"
The White Buffalo,0,0,0,0,1,0,0,0,0,"['closing', 'haunted', 'dying', 'wild', 'bill', 'hickok', 'team', 'grieving', 'crazy', 'horse', 'hunt', 'murderous', 'albino', 'buffalo', 'former lover', 'torch', 'bow and arrow', 'white buffalo', 'bar shootout']"
Chandu the Magician,1,0,0,0,1,0,0,0,0,"['delusional', 'madman', 'roxor', 'kidnaps', 'scientist', 'hope', 'using', 'death', 'ray', 'achieve', 'world', 'dominance', 'opposed', 'chandu', 'powerful', 'hypnotist', 'yogi', 'psychotronic film', 'pre code film', 'superhero', 'superhero action', 'superhero fantasy']"
Woman of the Year,1,0,1,1,0,0,0,0,0,"['rival', 'reporter', 'sam', 'te', 'fall', 'love', 'get', 'married', 'find', 'relationship', 'strained', 'sam', 'come', 'resent', 'te', 'hectic', 'lifestyle', 'screwball comedy', 'father in law son in law relationship', 'aunt niece relationship', 'love', 'dysfunctional marriage']"
The Deadly Mantis,0,0,0,0,0,0,1,1,1,"['giant', 'prehistoric', 'praying', 'mantis', 'recently', 'freed', 'arctic', 'ice', 'voraciously', 'prey', 'american', 'military', 'dew', 'line', 'work', 'way', 'south', 'destroyed outpost', 'new york city', 'low budget sci fi movie', 'military', 'tunnel']"
Airport,0,0,1,0,1,0,0,0,1,"['bomber', 'board', 'airplane', 'airport', 'almost', 'closed', 'snow', 'various', 'personal', 'problem', 'people', 'involved', 'boeing 707', 'airport', 'cockpit', 'air crew', 'commercial air travel']"
Scared Stiff,0,0,0,0,0,0,0,0,1,"['strange', 'vision', 'come', 'haunt', 'singer', 'son', 'psychiatrist', 'turned', 'boyfriend', 'move', 'old', 'colonial', 'house', 'haunted', 'ghost', 'ruthless', 'slave', 'owner', 'slave owner', 'insane asylum', 'possession', 'vision', 'psychotronic film']"
