Name,Date Published,Description,Rating,Rating Count,Content Rating,Keywords,Comedy,Crime,Drama,Romance,Action and Adventure,Documentary and History,Family and Animation,Fantasy and Sci-Fi,Horror and Thriller,Description Tokenized
Playing with Fire,2008-12-19,"Beautiful, seductive rich girl Daphne gets her kicks playing mind games; finding and seducing young working-class men until she cruelly kicks them to the curb. But when she comes across handsome med student Nick, she discovers a c...",3.5,195.0,R,"['femme fatale', 'murder', 'loss of family', 'friendship', 'death']",0,0,0,0,0,0,0,0,1,"['beautiful', 'seductive', 'rich', 'girl', 'daphne', 'get', 'kick', 'play', 'mind', 'game', 'seduce', 'young', 'work', 'class', 'men', 'cruelly', 'kick', 'curb', 'come', 'handsome', 'med', 'student', 'nick', 'discover', 'c']"
The Way of All Men,1930-09-07,A variety of broad-painted and unlikely characters are trapped in an underground café when a Mississippi River levee breaks and causes flood havoc above and below.,5.5,22.0,Passed,"['episodic structure', 'underground', 'trapped', 'mississippi river', 'levee']",0,0,1,1,1,0,0,0,0,"['variety', 'broad', 'paint', 'unlikely', 'character', 'trap', 'underground', 'cafe', 'mississippi', 'river', 'levee', 'break', 'cause', 'flood', 'havoc']"
Tayna pechati drakona,2019-08-16,"Early 1700: Cartographer Jonathan Green (Jason Flemyng) from Viy (2014) is back to map the Russian Far East. He's forced on to China, where he confronts the Dragon Master et al. The iron masked Russian Czar escapes the Tower of Lo...",4.7,7463.0,PG-13,"['sequel', 'cartographer', 'reference to peter the great', 'russia', 'moscow russia']",0,0,0,0,1,0,0,1,0,"['early', 'cartographer', 'jonathan', 'green', 'jason', 'flemyng', 'viy', 'back', 'map', 'russian', 'far', 'east', 'hes', 'force', 'china', 'confront', 'dragon', 'master', 'et', 'al', 'iron', 'mask', 'russian', 'czar', 'escape', 'tower', 'lo']"
Carry on Nurse,1959-03-27,"An idiosyncratic group of patients wreak havoc in the men's surgical ward of Haven Hospital. They decide to take their revenge on the frosty Matron, and there is even a spot of DIY surgery!",6.2,2993.0,Not Rated,"['nurse', 'carry on', 'camp', 'campy', 'british sex comedy']",1,0,0,1,0,0,0,0,0,"['idiosyncratic', 'group', 'patients', 'wreak', 'havoc', 'mens', 'surgical', 'ward', 'hospital', 'decide', 'take', 'revenge', 'frosty', 'matron', 'even', 'spot', 'diy', 'surgery']"
Carry on England,1980-07-24,"Captain S Melly has been sent to a mixed anti-aircraft battery. His mission? To instil a sense of order in the troops, who are more concerned with capturing the opposite sex than the enemy.",4.0,2092.0,Not Rated,"['carry on', 'army', 'british sex comedy', 'sex comedy', 'sex spoof']",1,0,0,0,1,0,0,0,0,"['captain', 'melly', 'send', 'mix', 'anti', 'aircraft', 'battery', 'mission', 'instil', 'sense', 'order', 'troop', 'concern', 'capture', 'opposite', 'sex', 'enemy']"
Ramrod,1947-05-02,"Violent feud between Connie Dickason, the owner of the Circle 66 ranch and rancher Frank Ivey, the self-proclaimed boss of an otherwise public grazing land.",6.7,1699.0,Passed,"['ranch', 'wild west', 'american west', 'rancher', 'cattle rancher']",0,0,0,1,1,0,0,0,0,"['violent', 'feud', 'connie', 'dickason', 'owner', 'circle', 'ranch', 'rancher', 'frank', 'ivey', 'self', 'proclaim', 'boss', 'otherwise', 'public', 'graze', 'land']"
David and Lisa,1963-09-09,"Teenager David Clemens develops a hysterical fear that he will die if he comes into physical contact with another person. Perturbed, David's overbearing mother places him in a home for mentally disturbed young people.",7.2,3175.0,Not Rated,"['mental illness', 'multiple personality disorder', 'angst', 'homosexual', 'homosexuality']",0,0,1,0,0,0,0,0,0,"['teenager', 'david', 'clemens', 'develop', 'hysterical', 'fear', 'die', 'come', 'physical', 'contact', 'another', 'person', 'perturb', 'davids', 'overbear', 'mother', 'place', 'home', 'mentally', 'disturb', 'young', 'people']"
The Phantom Stockman,1953-09-15,"The first of two commercially successful collaborations between Rafferty and Robinson is an Australian western in which Rafferty plays a legendary bushman known as the Sundowner who, with his Aboriginal offsider, tracks down a gan...",6.5,20.0,Approved,"['murder', 'australian western', 'stockman', 'legendary character', 'aborigine']",0,0,0,0,1,0,0,0,0,"['first', 'commercially', 'successful', 'collaborations', 'rafferty', 'robinson', 'australian', 'western', 'rafferty', 'play', 'legendary', 'bushman', 'know', 'sundowner', 'aboriginal', 'offsider', 'track', 'gin']"
The Man on the Other Side,2023-01-13,"It is 1974, and in the Cold War paranoia of East and West Germany, it can be dangerous to know too much. But time is running out for Sophie Zimmermann. She is being hunted and the only way to survive is to find out the identity of...",4.5,197.0,,"['spy thriller', 'cold war', 'politics', 'berlin wall', 'betrayal']",0,0,1,0,0,0,0,0,1,"['cold', 'war', 'paranoia', 'east', 'west', 'germany', 'dangerous', 'know', 'much', 'time', 'run', 'sophie', 'zimmermann', 'hunt', 'way', 'survive', 'identity']"
Cadillac Girls,1993-05-28,A woman and her delinquent rebellious teen daughter return to their small hometown after the death of the woman's distant father. Old wounds reopen quickly but they soon find a reason to stay. Will they find peace or more scars?,5.8,129.0,EM,"['teenage girl', 'small town', 'return home', 'nova scotia canada', 'convertible']",0,0,1,0,0,0,0,0,0,"['woman', 'delinquent', 'rebellious', 'teen', 'daughter', 'return', 'small', 'hometown', 'death', 'womans', 'distant', 'father', 'old', 'wound', 'reopen', 'quickly', 'soon', 'reason', 'stay', 'peace', 'scar']"
Amongst Friends,1993-07-23,"Three bored Long Island buddies seek excitement on the streets, with perilous results.",5.5,632.0,R,['independent film'],0,1,1,0,0,0,0,0,0,"['bore', 'long', 'island', 'buddies', 'seek', 'excitement', 'streets', 'perilous', 'result']"
Family Prayers,1993-03-16,Coming-of-age story of a 13-year-old Jewish boy in the 1960s whose parents decide to break up.,5.4,177.0,PG,"['girl', 'boy', 'yarmulke', 'tutor', 'taco']",0,0,1,0,0,0,0,0,0,"['come', 'age', 'story', 'year', 'old', 'jewish', 'boy', 'whose', 'parent', 'decide', 'break']"
20segi sonyeo,2022-10-21,"In 1999, a teen with a heart of gold begins keeping close tabs on a popular classmate as a favor to her smitten best friend.",7.3,5520.0,TV-PG,"['20th century', '1990s', 'year 1999', 'high school', 'school']",0,0,1,1,0,0,0,0,0,"['teen', 'heart', 'gold', 'begin', 'keep', 'close', 'tabs', 'popular', 'classmate', 'favor', 'smite', 'best', 'friend']"
Red Sparrow,2018-03-01,"Ballerina Dominika Egorova is recruited to 'Sparrow School,' a Russian intelligence service where she is forced to use her body as a weapon. Her first mission, targeting a C.I.A. agent, threatens to unravel the security of both na...",6.6,191345.0,M/16,"['female assassin', 'female spy', 'spy', 'femme fatale', 'seduction']",0,0,1,0,1,0,0,0,1,"['ballerina', 'dominika', 'egorova', 'recruit', 'sparrow', 'school', 'russian', 'intelligence', 'service', 'force', 'use', 'body', 'weapon', 'first', 'mission', 'target', 'c', 'agent', 'threaten', 'unravel', 'security', 'na']"
Forrest Gump,1994-10-28,"The presidencies of Kennedy and Johnson, the Vietnam War, the Watergate scandal and other historical events unfold from the perspective of an Alabama man with an IQ of 75, whose only desire is to be reunited with his childhood swe...",8.8,2119801.0,M/12,"['vietnam war', 'based on book', 'based on novel', 'vietnam', 'shrimp boat']",0,0,1,1,0,0,0,0,0,"['presidencies', 'kennedy', 'johnson', 'vietnam', 'war', 'watergate', 'scandal', 'historical', 'events', 'unfold', 'perspective', 'alabama', 'man', 'iq', 'whose', 'desire', 'reunite', 'childhood', 'swe']"
The Lion King,1994-12-02,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",8.5,1077070.0,M/6,"['africa', 'king', 'lion', 'shakespearean', 'prince']",0,0,1,0,1,0,1,0,0,"['lion', 'prince', 'simba', 'father', 'target', 'bitter', 'uncle', 'want', 'ascend', 'throne']"
The Mask,1995-02-10,Bank clerk Stanley Ipkiss is transformed into a manic superhero when he wears a mysterious mask.,6.9,396090.0,M/12,"['alter ego', 'masked man', 'wisecrack humor', 'pet dog', 'jack russell terrier']",1,1,0,0,1,0,0,0,0,"['bank', 'clerk', 'stanley', 'ipkiss', 'transform', 'manic', 'superhero', 'wear', 'mysterious', 'mask']"
The Flintstones,1994-08-05,"In a parallel modern-day Stone Age world, a working-class family, the Flintstones, are set up for an executive job. But they learn that money can't buy happiness.",5.0,83018.0,M/6,"['based on tv series', 'stone age', 'reboot of series', 'based on cartoon', 'dinosaur']",1,0,0,0,0,0,1,1,0,"['parallel', 'modern', 'day', 'stone', 'age', 'world', 'work', 'class', 'family', 'flintstones', 'set', 'executive', 'job', 'learn', 'money', 'cant', 'buy', 'happiness']"
Four Weddings and a Funeral,1994-10-05,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.",7.1,157687.0,M/12,"['wedding', 'funeral', 'gay', 'cafe', 'hotel']",1,0,1,1,0,0,0,0,0,"['course', 'social', 'occasion', 'commit', 'bachelor', 'must', 'consider', 'notion', 'discover', 'love']"
The Client,1994-09-16,A young boy who witnessed the suicide of a mafia lawyer hires an attorney to protect him when the District Attorney tries to use him to take down a mob family.,6.7,69583.0,M/12,"['boy', 'district attorney', 'reference to led zeppelin', 'lawyer client relationship', 'female lawyer']",0,1,1,0,0,0,0,0,1,"['young', 'boy', 'witness', 'suicide', 'mafia', 'lawyer', 'hire', 'attorney', 'protect', 'district', 'attorney', 'try', 'use', 'take', 'mob', 'family']"
Ed Wood,1995-06-02,"Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams, despite his lack of talent.",7.8,179083.0,M/12,"['film director', 'misfit', 'director', 'based on real person', 'black comedy']",1,0,1,0,0,1,0,0,0,"['ambitious', 'trouble', 'movie', 'director', 'edward', 'wood', 'jr', 'try', 'best', 'fulfill', 'dream', 'despite', 'lack', 'talent']"
Ikiru,2020-10-01,A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.,8.3,81037.0,M/12,"['meaning of life', 'cancer', 'death', 'bureaucrat', 'playground']",0,0,1,0,0,0,0,0,0,"['bureaucrat', 'try', 'mean', 'life', 'discover', 'terminal', 'cancer']"
House Party 3,1994-01-12,"Kid, after a lifetime 'playing the field', is about to get married. 'Play' plans to throw the best bachelor party ever - until 'Kid's' three wise-crackin' nephews come to town, intent on showing them what parties are all about.",4.6,5458.0,R,"['beach party', 'teensploitation', 'party', 'house party', 'bachelor party']",1,0,0,1,0,0,0,0,0,"['kid', 'lifetime', 'play', 'field', 'get', 'marry', 'play', 'plan', 'throw', 'best', 'bachelor', 'party', 'ever', 'kid', 'wise', 'crackin', 'nephews', 'come', 'town', 'intent', 'show', 'party']"
Intersection,2020-12-01,"When a conman discovers his son is abducted, he is forced to drive the streets of Sydney completing an escalating series of trials to appease the kidnapper, and atone for his career of deception.",4.3,166.0,,"['hostage', 'mind game', 'containment']",0,0,0,0,0,0,0,0,1,"['conman', 'discover', 'son', 'abduct', 'force', 'drive', 'streets', 'sydney', 'complete', 'escalate', 'series', 'trials', 'appease', 'kidnapper', 'atone', 'career', 'deception']"
Ace Ventura: Pet Detective,1994-05-13,A goofy detective specializing in animals goes in search of the missing mascot of the Miami Dolphins.,6.9,309789.0,M/12,"['nudity', 'stupidity', 'detective', 'owner dog relationship', 'master dog relationship']",1,0,0,0,0,0,0,0,0,"['goofy', 'detective', 'specialize', 'animals', 'go', 'search', 'miss', 'mascot', 'miami', 'dolphins']"
Gunmen,1994-07-08,"USD400,000,000 is stolen and a drug lord wants it back. The killed thief's brother is broken out of prison by a DEA bounty hunter to help find the money boat. The body count continues in Latin America.",5.2,3685.0,M/16,"['latin america', 'bulgarian', 'bulgarian man', 'man and woman in a bed', 'dominatrix']",1,1,0,0,1,0,0,0,0,"['usd', 'steal', 'drug', 'lord', 'want', 'back', 'kill', 'thiefs', 'brother', 'break', 'prison', 'dea', 'bounty', 'hunter', 'help', 'money', 'boat', 'body', 'count', 'continue', 'latin', 'america']"
I'll Do Anything,1994-07-29,"An aspiring actor's life gets upended when his ex-wife dumps their bossy, wild little daughter into his custody.",5.5,2767.0,M/12,"['female nudity', 'female topless nudity', 'barefoot woman', 'satirical', 'female frontal nudity']",1,0,1,0,0,0,0,0,0,"['aspire', 'actors', 'life', 'get', 'upend', 'ex', 'wife', 'dump', 'bossy', 'wild', 'little', 'daughter', 'custody']"
My Girl 2,1994-07-15,"Vada Sultenfuss must go to LA to stay with her Uncle Phil to do some research on her mother's life, but finds much more.",5.3,20289.0,M/12,"['numbered sequel', 'teenage protagonist', 'female protagonist', 'teenage girl', 'small town']",1,0,1,0,0,0,1,0,0,"['vada', 'sultenfuss', 'must', 'go', 'la', 'stay', 'uncle', 'phil', 'research', 'mother', 'life', 'much']"
Reality Bites,1994-02-18,"A documentary filmmaker and her fellow Generation X graduates face life after college, looking for work and love in Houston.",6.6,51446.0,PG-13,"['chicago illinois', 'timeframe 1990s', 'generation x', 'love', 'directorial debut']",1,0,1,1,0,0,0,0,0,"['documentary', 'filmmaker', 'fellow', 'generation', 'x', 'graduate', 'face', 'life', 'college', 'look', 'work', 'love', 'houston']"
8 Seconds,1994-02-25,"This movie chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.",6.5,5438.0,PG-13,"['beer', 'champagne', 'smile', 'bull rider', 'home']",0,0,1,0,0,1,0,0,0,"['movie', 'chronicle', 'life', 'lane', 'frost', 'prca', 'bull', 'rid', 'world', 'champion', 'marriage', 'friendships', 'tuff', 'hedeman', 'time', 'world', 'champion', 'cody', 'lambert']"
Sugar Hill,1994-02-25,"A drug dealer tries to get out of the life and start anew with his girlfriend, but the transition is tragically difficult.",5.8,4669.0,M/16,"['african american protagonist', 'flashback', 'criminal', 'drug dealer', 'drug overdose']",0,1,1,0,0,0,0,0,1,"['drug', 'dealer', 'try', 'get', 'life', 'start', 'anew', 'girlfriend', 'transition', 'tragically', 'difficult']"
Sirens,2023-01-16,"Lilas and Shery, co-founders and guitarists of the Middle East's first all-female metal band, wrestle with friendship, sexuality and destruction in their pursuit of becoming thrash metal rock stars.",6.9,192.0,,"['metal band', 'friendship']",0,0,0,0,0,1,0,0,0,"['lilas', 'shery', 'co', 'founder', 'guitarists', 'middle', 'easts', 'first', 'female', 'metal', 'band', 'wrestle', 'friendship', 'sexuality', 'destruction', 'pursuit', 'become', 'thrash', 'metal', 'rock', 'star']"
Lightning Jack,1994-07-01,"Lightning Jack Kane is an Australian outlaw in the wild west. During a bungled bank robbery he picks up mute Ben Doyle as a hostage. The two become good friends, with Jack teaching Ben how to rob banks, while they plan Jack's last...",5.5,7031.0,M/12,"['mute man', 'interracial friendship', 'hooker with heart of gold', 'wild west', 'monument valley']",1,0,0,0,1,0,0,0,0,"['lightning', 'jack', 'kane', 'australian', 'outlaw', 'wild', 'west', 'bungle', 'bank', 'robbery', 'pick', 'mute', 'ben', 'doyle', 'hostage', 'become', 'good', 'friends', 'jack', 'teach', 'ben', 'rob', 'bank', 'plan', 'jack', 'last']"
The Paper,1994-05-20,"New York City tabloid editor Henry's faced with tough decisions while he faces several serious life challenges, and a tempting job offer.",6.6,14565.0,M/12,"['wrongful arrest', 'teenage boy', 'scapegoat', 'racial discrimination', 'paranoia']",1,0,1,0,0,0,0,0,0,"['new', 'york', 'city', 'tabloid', 'editor', 'henrys', 'face', 'tough', 'decisions', 'face', 'several', 'serious', 'life', 'challenge', 'tempt', 'job', 'offer']"
D2: The Mighty Ducks,1994-03-25,Can Gordon's team win the Junior Goodwill Games in California in spite of all the set-backs?,6.1,41477.0,PG,"['street hockey', 'second part', 'campfire', 'apology', 'coach']",1,0,1,0,0,0,1,0,0,"['gordons', 'team', 'win', 'junior', 'goodwill', 'game', 'california', 'spite', 'set', 'back']"
Jimmy Hollywood,1994-03-30,"A failing actor living in crime infested Los Angeles, frustrated with his career, decides to take the law into his own hands, and becomes the leader of a mock-vigilante group that videotapes criminals and turns them over to the po...",5.3,3465.0,M/12,"['reference to konstantin stanislavski', 'car keys', 'vigilante', 'actor', 'reference to radio shack']",1,1,1,0,0,0,0,0,0,"['fail', 'actor', 'live', 'crime', 'infest', 'los', 'angeles', 'frustrate', 'career', 'decide', 'take', 'law', 'hand', 'become', 'leader', 'mock', 'vigilante', 'group', 'videotape', 'criminals', 'turn', 'po']"
Thumbelina,1970-06-22,Retelling of the classic children's tale from a 1960s psychedelic viewpoint.,1.4,161.0,G,"['character name as title', 'thumbelina character', 'one word title', 'foreign language adaptation', 'independent film']",0,0,0,0,0,0,1,1,0,"['retell', 'classic', 'childrens', 'tale', 'psychedelic', 'viewpoint']"
Holy Matrimony,1995-07-28,A young Hutterite boy must marry his late brother's wife who comes from outside the community.,5.1,1572.0,M/12,"['wedding', 'grain elevator', 'county fair', 'impersonating marilyn monroe', 'boy riding a bicycle']",1,1,0,0,0,0,0,0,0,"['young', 'hutterite', 'boy', 'must', 'marry', 'late', 'brothers', 'wife', 'come', 'outside', 'community']"
White Fang 2: Myth of the White Wolf,1994-04-15,"In order to rescue one of the last surviving Alaskan Native tribes, Fang joins in with a friend of his master to stop miners from destroying an ancient sacred land.",5.4,2424.0,PG,"['1890s', 'sequel', 'animal character name in title', 'white fang the dog character', 'color in title']",0,0,0,0,1,0,1,0,0,"['order', 'rescue', 'last', 'survive', 'alaskan', 'native', 'tribes', 'fang', 'join', 'friend', 'master', 'stop', 'miners', 'destroy', 'ancient', 'sacred', 'land']"
Brainscan,1994-04-22,"A teenager is part of an interactive video game where he kills innocent victims. Later, the murders become real.",6.0,12116.0,R,"['murder', 'teenager', 'computer game', 'computer', 'game reality crossover']",0,0,0,0,0,0,0,1,1,"['teenager', 'part', 'interactive', 'video', 'game', 'kill', 'innocent', 'victims', 'later', 'murder', 'become', 'real']"
Chasers,1995-01-27,A hapless Navy sailor is assigned SP duty. The catch: he must escort a beautiful female prisoner on her way to prison for going UA. She in turn will try anything to escape.,5.1,6854.0,M/12,"['female nudity', 'handcuffs', 'public nudity', 'male rear nudity', 'large breasts']",1,0,1,0,1,0,0,0,0,"['hapless', 'navy', 'sailor', 'assign', 'sp', 'duty', 'catch', 'must', 'escort', 'beautiful', 'female', 'prisoner', 'way', 'prison', 'go', 'ua', 'turn', 'try', 'anything', 'escape']"
The Favor,2007-10-19,"Lawrence (played by Frank Wood), a photographer living on his own in New Jersey, rekindles a relationship with his old flame Caroline (played by Paige Turco) shortly before she dies in an accident. Her 16 year-old son Johnny (play...",7.1,142.0,,['f rated'],0,0,1,0,0,0,0,0,0,"['lawrence', 'play', 'frank', 'wood', 'photographer', 'live', 'new', 'jersey', 'rekindle', 'relationship', 'old', 'flame', 'caroline', 'play', 'paige', 'turco', 'shortly', 'die', 'accident', 'year', 'old', 'son', 'johnny', 'play']"
The Inkwell,1994-04-22,"A shy, troubled young man who set his own house on fire and has an imaginary friend, is sent to a vineyard where he finds himself in the middle of his political-arguing, party-loving family and his love torn between two girls.",6.3,1516.0,R,"['timeframe 1970s', 'fire', 'vacation', 'teenager', 'marriage']",1,0,1,1,0,0,0,0,0,"['shy', 'trouble', 'young', 'man', 'set', 'house', 'fire', 'imaginary', 'friend', 'send', 'vineyard', 'middle', 'political', 'argue', 'party', 'love', 'family', 'love', 'tear', 'girls']"
When a Woman Loves a Man,2019-03-02,Janet and Michael are a young couple trying to balance their life and love with one another. When challenges come up that threaten that bond they have to figure out how to keep their love strong or let it go. They have to figure o...,4.6,44.0,,"['blaxploitation', 'african american', 'urban setting']",0,0,1,0,0,0,0,0,0,"['janet', 'michael', 'young', 'couple', 'try', 'balance', 'life', 'love', 'another', 'challenge', 'come', 'threaten', 'bond', 'figure', 'keep', 'love', 'strong', 'let', 'go', 'figure']"
Clean Slate,2022-12-02,Two friends in a Southern drug recovery program struggle to come to terms with their addiction and mental illness by making a short film about the pain they've caused their families.,9.2,13.0,,['battle'],0,0,0,0,0,1,0,0,0,"['friends', 'southern', 'drug', 'recovery', 'program', 'struggle', 'come', 'term', 'addiction', 'mental', 'illness', 'make', 'short', 'film', 'pain', 'theyve', 'cause', 'families']"
Crooklyn,1994-05-13,"Spike Lee's vibrant semi-autobiographical portrait of a school teacher, her stubborn jazz musician husband and their five kids living in Brooklyn in 1973.",7.0,10829.0,PG-13,"['semi autobiographical', 'bully', 'argument', 'birthday', 'visit']",1,0,1,0,0,0,0,0,0,"['spike', 'lees', 'vibrant', 'semi', 'autobiographical', 'portrait', 'school', 'teacher', 'stubborn', 'jazz', 'musician', 'husband', 'kid', 'live', 'brooklyn']"
Widows' Peak,1995-06-02,"In 1934, an English widow moves to Widows' Peak, Ireland. She befriends other widows and the son of one. Hostility escalates between her and an Irish spinster.",6.7,1794.0,M/12,"['widow', 'gossip', 'feud', 'spinster', 'sting operation']",1,1,0,0,0,0,0,0,1,"['english', 'widow', 'move', 'widow', 'peak', 'ireland', 'befriend', 'widow', 'son', 'hostility', 'escalate', 'irish', 'spinster']"
Maverick,1994-07-29,"Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief.",7.0,114633.0,M/12,"['yosemite national park', 'character name as title', 'playing card', 'bow the weapon', 'arrow']",1,0,0,0,1,0,0,0,0,"['bret', 'maverick', 'need', 'money', 'poker', 'tournament', 'face', 'various', 'comic', 'mishaps', 'challenge', 'include', 'charm', 'woman', 'thief']"
Mile High: How to Win... and Lose... the White House,,A teenager who has spent a year of his life campaigning for Barack Obama makes his way to Denver to hear the former Presidential candidate accept his nomination.,6.0,31.0,,"['the white house washington d.c.', 'teenager', 'presidential candidate', 'election', 'president']",0,0,0,0,0,1,0,0,0,"['teenager', 'spend', 'year', 'life', 'campaign', 'barack', 'obama', 'make', 'way', 'denver', 'hear', 'former', 'presidential', 'candidate', 'accept', 'nomination']"
Little Buddha,1994-02-04,"After the death of Lama Dorje, Tibetan Buddhist monks find three children - one American and two Nepalese - who may be the rebirth of their great teacher.",6.1,17326.0,M/12,"['buddhist', 'seattle washington', 'buddhism', 'buddha', 'fighting shirtless']",0,0,1,0,0,0,0,0,0,"['death', 'lama', 'dorje', 'tibetan', 'buddhist', 'monks', 'children', 'american', 'nepalese', 'rebirth', 'great', 'teacher']"
Fear of a Black Hat,1994-06-03,"A mockumentary chronicling the rise and fall of NWH, a not particularly talented--or particularly bright but always controversial--hip-hop group.",7.2,4350.0,R,"['mockumentary', 'los angeles california', 'music industry', 'fake documentary', 'south central los angeles']",1,0,0,0,0,0,0,0,0,"['mockumentary', 'chronicle', 'rise', 'fall', 'nwh', 'particularly', 'talented', 'particularly', 'bright', 'always', 'controversial', 'hip', 'hop', 'group']"
Getting Even with Dad,1994-08-19,A thief's son cons his father into spending more time with him.,4.8,8321.0,M/6,"['convict', 'ex convict', 'barefoot boy', 'bare chested teenage boy', 'singing']",1,1,0,0,0,0,1,0,0,"['thiefs', 'son', 'con', 'father', 'spend', 'time']"
The Princess and the Goblin,1991-12-20,"A naive princess, her beloved cat and a poor mining boy team up to save their kingdom from a nasty underground realm of bad-mannered goblins.",6.7,2945.0,G,"['star died before release', 'king', 'cult film', 'hungary', 'princess']",1,0,0,0,1,0,1,0,0,"['naive', 'princess', 'beloved', 'cat', 'poor', 'mine', 'boy', 'team', 'save', 'kingdom', 'nasty', 'underground', 'realm', 'bad', 'mannered', 'goblins']"
Wyatt Earp,1994-10-28,"From Wichita to Dodge City, to the O.K. Corral in Tombstone, a man becomes a myth in this thrilling journey of romance, adventure, and desperate heroic action.",6.7,52715.0,M/12,"['wyatt earp character', 'dentist', 'street shootout', 'violence', 'outlaw gang']",0,0,0,0,1,1,0,0,0,"['wichita', 'dodge', 'city', 'k', 'corral', 'tombstone', 'man', 'become', 'myth', 'thrill', 'journey', 'romance', 'adventure', 'desperate', 'heroic', 'action']"
I Love Trouble,1948-01-15,"A wealthy man hires a detective to investigate his wife's past. The detective (Franchot Tone) discovers that the wife had been a dancer and left her home town with an actor. The latter is killed before he can talk, but, with the h...",6.7,925.0,Passed,"['damsel in distress', 'held at gunpoint', 'deception', 'corrupt politician', 'death of wife']",0,1,0,0,0,0,0,0,1,"['wealthy', 'man', 'hire', 'detective', 'investigate', 'wifes', 'past', 'detective', 'franchot', 'tone', 'discover', 'wife', 'dancer', 'leave', 'home', 'town', 'actor', 'latter', 'kill', 'talk', 'h']"
Little Big League,1994-06-29,A young boy is bequeathed the ownership of a professional baseball team.,6.1,11106.0,PG,"['comiskey park chicago', 'metrodome minneapolis', 'sports fan', 'young boy', 'new york city']",1,0,0,0,0,0,1,0,0,"['young', 'boy', 'bequeath', 'ownership', 'professional', 'baseball', 'team']"
Blown Away,1994-11-25,An Irish bomber escapes from prison and targets a member of the Boston bomb squad.,6.2,32306.0,M/12,"['bomb', 'irish', 'vomiting', 'oral sex', 'classical music']",0,1,1,0,1,0,0,0,0,"['irish', 'bomber', 'escape', 'prison', 'target', 'member', 'boston', 'bomb', 'squad']"
Pentathlon,1994-07-08,"An Olympic gold medalist escapes to freedom in the US, only to be tracked down by his sadistic ex-coach.",4.3,1951.0,R,"['gold medal', 'coach', 'racial slur', 'neo nazi', 'defection']",0,0,1,0,1,0,0,0,1,"['olympic', 'gold', 'medalist', 'escape', 'freedom', 'us', 'track', 'sadistic', 'ex', 'coach']"
The Shadow,1994-11-04,"In 1930s New York City, The Shadow (Alec Baldwin) battles his nemesis, Shiwan Khan (John Lone), who is building an atomic bomb.",6.0,26136.0,M/12,"['villain', 'tough guy', 'hero', 'good man', 'good woman']",0,1,0,0,1,0,0,0,0,"['new', 'york', 'city', 'shadow', 'alec', 'baldwin', 'battle', 'nemesis', 'shiwan', 'khan', 'john', 'lone', 'build', 'atomic', 'bomb']"
Angels in the Outfield,1951-10-19,The Pittsburgh Pirates' brash and abusive manager receives the help of an angel to win games and become a better person in the process.,7.1,2671.0,Passed,"['girl', 'voice over narration', 'cameo appearance', 'reporter', 'feud']",1,0,0,0,0,0,1,1,0,"['pittsburgh', 'pirate', 'brash', 'abusive', 'manager', 'receive', 'help', 'angel', 'win', 'game', 'become', 'better', 'person', 'process']"
Dragonworld,1994-07-27,A young man must risk his life to save his fire-breathing friend from the unscrupulous owner of an amusement park.,5.4,631.0,PG,"['bagpipes', 'countryside', 'stop motion animation', 'castle', 'dragon']",0,0,0,0,1,0,1,1,0,"['young', 'man', 'must', 'risk', 'life', 'save', 'fire', 'breathe', 'friend', 'unscrupulous', 'owner', 'amusement', 'park']"
Black Beauty,1971-04-16,"When farmer Evan's mare has a fine son, he promises the black stallion to his son Joe. The youngster enjoy growing up as playmates. Alas, once the good squire is buried, his mean heir, who abuses animals, turns the screws on till ...",5.4,1103.0,G,"['animal character name as title', 'black beauty the horse character', 'gagged', 'slow motion footage', 'horse and cart']",0,0,1,0,1,0,1,0,0,"['farmer', 'evans', 'mare', 'fine', 'son', 'promise', 'black', 'stallion', 'son', 'joe', 'youngster', 'enjoy', 'grow', 'playmates', 'alas', 'good', 'squire', 'bury', 'mean', 'heir', 'abuse', 'animals', 'turn', 'screw', 'till']"
Roswell Delirium,2023-07-21,"During the 1980s the US is hit by a wave of nuclear attacks, and after the fallout those who remain pretend like everything is normal even though they are all experiencing radiation poisoning. A young girl named Mayday tries to ma...",,,,[' '],0,0,0,0,0,0,0,1,0,"['us', 'hit', 'wave', 'nuclear', 'attack', 'fallout', 'remain', 'pretend', 'like', 'everything', 'normal', 'even', 'though', 'experience', 'radiation', 'poison', 'young', 'girl', 'name', 'mayday', 'try']"
Yin shi nan nu,1996-06-14,A senior chef lives with his three grown daughters; the middle one finds her future plans affected by unexpected events and the life changes of the other household members.,7.8,21989.0,M/12,"['chef', 'chinese food', 'cooking', 'food', 'family relationships']",1,0,1,1,0,0,0,0,0,"['senior', 'chef', 'live', 'grow', 'daughters', 'middle', 'future', 'plan', 'affect', 'unexpected', 'events', 'life', 'change', 'household', 'members']"
